seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	Clusters
chr1	74381491	74381616	126	*	Promoter	1	74381651	74384173	2523	1	18173	ENSMUST00000133896.7	-35	ENSMUSG00000026177	Slc11a1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1	SMRT CpG 6hr
chr1	74381844	74381969	126	*	Promoter	1	74381651	74384173	2523	1	18173	ENSMUST00000133896.7	193	ENSMUSG00000026177	Slc11a1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1	SMRT CpG 6hr
chr1	74386763	74386888	126	*	Distal Intergenic	1	74383600	74385197	1598	1	18173	ENSMUST00000134189.1	3163	ENSMUSG00000026177	Slc11a1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1	SMRT CpG 6hr
chr1	74782127	74782252	126	*	Promoter	1	74782439	74784602	2164	1	22420	ENSMUST00000189544.1	-187	ENSMUSG00000033227	Wnt6	wingless-type MMTV integration site family, member 6	SMRT CpG 6hr
chr1	80614222	80614347	126	*	Intron (ENSMUST00000077946.11/210293, intron 4 of 55)	1	80501188	80592832	91645	2	210293	ENSMUST00000190595.6	-21390	ENSMUSG00000038608	Dock10	dedicator of cytokinesis 10	SMRT CpG 6hr
chr1	80614759	80614884	126	*	Intron (ENSMUST00000077946.11/210293, intron 4 of 55)	1	80501188	80592832	91645	2	210293	ENSMUST00000190595.6	-21927	ENSMUSG00000038608	Dock10	dedicator of cytokinesis 10	SMRT CpG 6hr
chr1	80636320	80636445	126	*	Intron (ENSMUST00000077946.11/210293, intron 2 of 55)	1	80501713	80665275	163563	2	210293	ENSMUST00000190983.6	28830	ENSMUSG00000038608	Dock10	dedicator of cytokinesis 10	SMRT CpG 6hr
chr1	80659638	80659763	126	*	Intron (ENSMUST00000077946.11/210293, intron 1 of 55)	1	80501713	80665275	163563	2	210293	ENSMUST00000190983.6	5512	ENSMUSG00000038608	Dock10	dedicator of cytokinesis 10	SMRT CpG 6hr
chr1	80665323	80665448	126	*	Promoter	1	80501553	80665309	163757	2	210293	ENSMUST00000187774.6	-14	ENSMUSG00000038608	Dock10	dedicator of cytokinesis 10	SMRT CpG 6hr
chr1	80671129	80671254	126	*	Intron (ENSMUST00000077946.11/210293, intron 1 of 55)	1	80501553	80665309	163757	2	210293	ENSMUST00000187774.6	-5820	ENSMUSG00000038608	Dock10	dedicator of cytokinesis 10	SMRT CpG 6hr
chr1	88094927	88095052	126	*	Promoter	1	88095062	88216357	121296	1	394432	ENSMUST00000150634.7	-10	ENSMUSG00000090124	Ugt1a7c	UDP glucuronosyltransferase 1 family, polypeptide A7C	SMRT CpG 6hr
chr1	93071587	93071712	126	*	Intron (ENSMUST00000171796.7/16560, intron 10 of 47)	1	93066132	93068758	2627	2	16560	ENSMUST00000190249.1	-2829	ENSMUSG00000014602	Kif1a	kinesin family member 1A	SMRT CpG 6hr
chr1	130824623	130824748	126	*	Distal Intergenic	1	130826684	130852249	25566	1	18703	ENSMUST00000027675.13	-1936	ENSMUSG00000026417	Pigr	polymeric immunoglobulin receptor	SMRT CpG 6hr
chr1	131010695	131010820	126	*	Distal Intergenic	1	131019845	131024974	5130	1	16153	ENSMUST00000016673.5	-9025	ENSMUSG00000016529	Il10	interleukin 10	SMRT CpG 6hr
chr1	131021072	131021197	126	*	Intron (ENSMUST00000016673.5/16153, intron 2 of 4)	1	131019845	131024974	5130	1	16153	ENSMUST00000016673.5	1227	ENSMUSG00000016529	Il10	interleukin 10	SMRT CpG 6hr
chr1	131021641	131021766	126	*	Intron (ENSMUST00000016673.5/16153, intron 3 of 4)	1	131019845	131024974	5130	1	16153	ENSMUST00000016673.5	1796	ENSMUSG00000016529	Il10	interleukin 10	SMRT CpG 6hr
chr1	131022708	131022833	126	*	Intron (ENSMUST00000016673.5/16153, intron 4 of 4)	1	131019845	131024974	5130	1	16153	ENSMUST00000016673.5	2863	ENSMUSG00000016529	Il10	interleukin 10	SMRT CpG 6hr
chr1	131025999	131026124	126	*	Distal Intergenic	1	131019845	131024974	5130	1	16153	ENSMUST00000016673.5	6154	ENSMUSG00000016529	Il10	interleukin 10	SMRT CpG 6hr
chr1	131038197	131038322	126	*	Distal Intergenic	1	131019845	131024974	5130	1	16153	ENSMUST00000016673.5	18352	ENSMUSG00000016529	Il10	interleukin 10	SMRT CpG 6hr
chr1	131050137	131050262	126	*	Distal Intergenic	1	131056889	131072526	15638	2	17164	ENSMUST00000188459.3	22264	ENSMUSG00000016528	Mapkapk2	MAP kinase-activated protein kinase 2	SMRT CpG 6hr
chr1	131110900	131111025	126	*	Distal Intergenic	1	131053700	131097826	44127	2	17164	ENSMUST00000016672.10	-13074	ENSMUSG00000016528	Mapkapk2	MAP kinase-activated protein kinase 2	SMRT CpG 6hr
chr1	132133626	132133751	126	*	Intron (ENSMUST00000027697.11/18557, intron 1 of 15)	1	132114764	132139605	24842	2	18557	ENSMUST00000112362.2	5854	ENSMUSG00000026437	Cdk18	cyclin-dependent kinase 18	SMRT CpG 6hr
chr1	136135150	136135275	126	*	Intron (ENSMUST00000075164.10/16565, intron 1 of 34)	1	136131454	136149993	18540	1	16565	ENSMUST00000122892.1	3696	ENSMUSG00000041642	Kif21b	kinesin family member 21B	SMRT CpG 6hr
chr1	136140247	136140372	126	*	Intron (ENSMUST00000075164.10/16565, intron 1 of 34)	1	136131454	136149993	18540	1	16565	ENSMUST00000122892.1	8793	ENSMUSG00000041642	Kif21b	kinesin family member 21B	SMRT CpG 6hr
chr1	152528946	152529071	126	*	Intron (ENSMUST00000111859.7/19731, intron 15 of 18)	1	152557543	152592759	35217	2	19731	ENSMUST00000128251.7	63688	ENSMUSG00000026482	Rgl1	ral guanine nucleotide dissociation stimulator,-like 1	SMRT CpG 6hr
chr1	152540676	152540801	126	*	Intron (ENSMUST00000111859.7/19731, intron 10 of 18)	1	152557543	152592759	35217	2	19731	ENSMUST00000128251.7	51958	ENSMUSG00000026482	Rgl1	ral guanine nucleotide dissociation stimulator,-like 1	SMRT CpG 6hr
chr1	152585525	152585650	126	*	Intron (ENSMUST00000111859.7/19731, intron 4 of 18)	1	152557543	152592759	35217	2	19731	ENSMUST00000128251.7	7109	ENSMUSG00000026482	Rgl1	ral guanine nucleotide dissociation stimulator,-like 1	SMRT CpG 6hr
chr1	152807708	152807833	126	*	Promoter	1	152807837	152824292	16456	1	17970	ENSMUST00000190323.6	-4	ENSMUSG00000026480	Ncf2	neutrophil cytosolic factor 2	SMRT CpG 6hr
chr1	170853660	170853785	126	*	Intron (ENSMUST00000027974.6/226641, intron 2 of 15)	1	170704674	170867771	163098	2	226641	ENSMUST00000027974.6	13986	ENSMUSG00000026663	Atf6	activating transcription factor 6	SMRT CpG 6hr
chr1	170862342	170862467	126	*	Intron (ENSMUST00000027974.6/226641, intron 1 of 15)	1	170704674	170867771	163098	2	226641	ENSMUST00000027974.6	5304	ENSMUSG00000026663	Atf6	activating transcription factor 6	SMRT CpG 6hr
chr1	170867724	170867849	126	*	Promoter	1	170704674	170867771	163098	2	226641	ENSMUST00000027974.6	0	ENSMUSG00000026663	Atf6	activating transcription factor 6	SMRT CpG 6hr
chr1	170868341	170868466	126	*	Promoter	1	170704674	170867771	163098	2	226641	ENSMUST00000027974.6	-570	ENSMUSG00000026663	Atf6	activating transcription factor 6	SMRT CpG 6hr
chr1	171018811	171018936	126	*	Promoter	1	171018920	171029761	10842	1	246256	ENSMUST00000078825.4	0	ENSMUSG00000059089	Fcgr4	Fc receptor, IgG, low affinity IV	SMRT CpG 6hr
chr1	171059361	171059486	126	*	Promoter	1	171051175	171059403	8229	2	14131	ENSMUST00000164044.7	0	ENSMUSG00000059498	Fcgr3	Fc receptor, IgG, low affinity III	SMRT CpG 6hr
chr1	171065305	171065430	126	*	Promoter	1	171057828	171064935	7108	2	14131	ENSMUST00000164179.1	-370	ENSMUSG00000059498	Fcgr3	Fc receptor, IgG, low affinity III	SMRT CpG 6hr
chr1	171234301	171234426	126	*	Promoter	1	171229572	171234365	4794	2	14127	ENSMUST00000079957.11	0	ENSMUSG00000058715	Fcer1g	Fc receptor, IgE, high affinity I, gamma polypeptide	SMRT CpG 6hr
chr1	171272289	171272414	126	*	Promoter	1	171271640	171272604	965	1	57370	ENSMUST00000141114.1	649	ENSMUSG00000052423	B4galt3	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3	SMRT CpG 6hr
chr1	171607314	171607439	126	*	Promoter	1	171588624	171607410	18787	2	17085	ENSMUST00000068878.13	0	ENSMUSG00000004707	Ly9	lymphocyte antigen 9	SMRT CpG 6hr
chr1	171608455	171608580	126	*	Exon (ENSMUST00000194797.1/18106, exon 6 of 7)	1	171588624	171607410	18787	2	17085	ENSMUST00000068878.13	-1045	ENSMUSG00000004707	Ly9	lymphocyte antigen 9	SMRT CpG 6hr
chr1	171735013	171735138	126	*	Distal Intergenic	1	171767127	171801184	34058	1	27218	ENSMUST00000015460.4	-31989	ENSMUSG00000015316	Slamf1	signaling lymphocytic activation molecule family member 1	SMRT CpG 6hr
chr1	171785955	171786080	126	*	Intron (ENSMUST00000015460.4/27218, intron 3 of 6)	1	171767155	171795831	28677	1	27218	ENSMUST00000163992.2	18800	ENSMUSG00000015316	Slamf1	signaling lymphocytic activation molecule family member 1	SMRT CpG 6hr
chr1	175692698	175692823	126	*	Promoter	1	175662421	175692776	30356	2	13603	ENSMUST00000027809.7	0	ENSMUSG00000026525	Opn3	opsin 3	SMRT CpG 6hr
chr1	180263510	180263635	126	*	Promoter	1	180245638	180263438	17801	2	19165	ENSMUST00000133340.1	-72	ENSMUSG00000010609	Psen2	presenilin 2	SMRT CpG 6hr
chr10	22299496	22299621	126	*	Intron (ENSMUST00000178026.1/19370, intron 5 of 5)	10	22306702	22312944	6243	1	606736	ENSMUST00000181223.7	-7081	ENSMUSG00000097352	C920009B18Rik	RIKEN cDNA C920009B18 gene	SMRT CpG 6hr
chr10	22302434	22302559	126	*	Exon (ENSMUST00000180456.1/ENSMUST00000180456.1, exon 1 of 4)	10	22306702	22312944	6243	1	606736	ENSMUST00000181223.7	-4143	ENSMUSG00000097352	C920009B18Rik	RIKEN cDNA C920009B18 gene	SMRT CpG 6hr
chr10	24727610	24727735	126	*	Distal Intergenic	10	24641435	24712159	70725	2	18605	ENSMUST00000039882.12	-15451	ENSMUSG00000037370	Enpp1	ectonucleotide pyrophosphatase/phosphodiesterase 1	SMRT CpG 6hr
chr10	37072953	37073078	126	*	Distal Intergenic	10	37133375	37138920	5546	2	17118	ENSMUST00000092584.5	65842	ENSMUSG00000069662	Marcks	myristoylated alanine rich protein kinase C substrate	SMRT CpG 6hr
chr10	37232152	37232277	126	*	Distal Intergenic	10	37133375	37138920	5546	2	17118	ENSMUST00000092584.5	-93232	ENSMUSG00000069662	Marcks	myristoylated alanine rich protein kinase C substrate	SMRT CpG 6hr
chr10	37236161	37236286	126	*	Distal Intergenic	10	37133375	37138920	5546	2	17118	ENSMUST00000092584.5	-97241	ENSMUSG00000069662	Marcks	myristoylated alanine rich protein kinase C substrate	SMRT CpG 6hr
chr10	37279926	37280051	126	*	Distal Intergenic	10	37133375	37138920	5546	2	17118	ENSMUST00000092584.5	-141006	ENSMUSG00000069662	Marcks	myristoylated alanine rich protein kinase C substrate	SMRT CpG 6hr
chr10	37321325	37321450	126	*	Distal Intergenic	10	37133375	37138920	5546	2	17118	ENSMUST00000092584.5	-182405	ENSMUSG00000069662	Marcks	myristoylated alanine rich protein kinase C substrate	SMRT CpG 6hr
chr10	37337398	37337523	126	*	Exon (ENSMUST00000181602.1/ENSMUST00000181602.1, exon 1 of 3)	10	37133375	37138920	5546	2	17118	ENSMUST00000092584.5	-198478	ENSMUSG00000069662	Marcks	myristoylated alanine rich protein kinase C substrate	SMRT CpG 6hr
chr10	37338264	37338389	126	*	Exon (ENSMUST00000181602.1/ENSMUST00000181602.1, exon 2 of 3)	10	37133375	37138920	5546	2	17118	ENSMUST00000092584.5	-199344	ENSMUSG00000069662	Marcks	myristoylated alanine rich protein kinase C substrate	SMRT CpG 6hr
chr10	39415731	39415856	126	*	Intron (ENSMUST00000148152.7/14360, intron 2 of 4)	10	39420009	39511859	91851	1	14360	ENSMUST00000157009.7	-4153	ENSMUSG00000019843	Fyn	Fyn proto-oncogene	SMRT CpG 6hr
chr10	39443241	39443366	126	*	Intron (ENSMUST00000148152.7/14360, intron 2 of 4)	10	39454805	39564355	109551	1	14360	ENSMUST00000135242.7	-11439	ENSMUSG00000019843	Fyn	Fyn proto-oncogene	SMRT CpG 6hr
chr10	44538966	44539091	126	*	Distal Intergenic	10	44446717	44528501	81785	2	12142	ENSMUST00000167340.1	-10465	ENSMUSG00000038151	Prdm1	PR domain containing 1, with ZNF domain	SMRT CpG 6hr
chr10	44553901	44554026	126	*	Distal Intergenic	10	44446717	44528501	81785	2	12142	ENSMUST00000167340.1	-25400	ENSMUSG00000038151	Prdm1	PR domain containing 1, with ZNF domain	SMRT CpG 6hr
chr10	44565195	44565320	126	*	Distal Intergenic	10	44446717	44528501	81785	2	12142	ENSMUST00000167340.1	-36694	ENSMUSG00000038151	Prdm1	PR domain containing 1, with ZNF domain	SMRT CpG 6hr
chr10	44607416	44607541	126	*	Intron (ENSMUST00000217008.1/ENSMUST00000217008.1, intron 2 of 3)	10	44446717	44528501	81785	2	12142	ENSMUST00000167340.1	-78915	ENSMUSG00000038151	Prdm1	PR domain containing 1, with ZNF domain	SMRT CpG 6hr
chr10	44609211	44609336	126	*	Intron (ENSMUST00000217008.1/ENSMUST00000217008.1, intron 2 of 3)	10	44446717	44528501	81785	2	12142	ENSMUST00000167340.1	-80710	ENSMUSG00000038151	Prdm1	PR domain containing 1, with ZNF domain	SMRT CpG 6hr
chr10	44609482	44609607	126	*	Intron (ENSMUST00000217008.1/ENSMUST00000217008.1, intron 2 of 3)	10	44446717	44528501	81785	2	12142	ENSMUST00000167340.1	-80981	ENSMUSG00000038151	Prdm1	PR domain containing 1, with ZNF domain	SMRT CpG 6hr
chr10	44625886	44626011	126	*	Intron (ENSMUST00000217008.1/ENSMUST00000217008.1, intron 2 of 3)	10	44446717	44528501	81785	2	12142	ENSMUST00000167340.1	-97385	ENSMUSG00000038151	Prdm1	PR domain containing 1, with ZNF domain	SMRT CpG 6hr
chr10	75565672	75565797	126	*	Promoter	10	75566293	75578917	12625	1	14598	ENSMUST00000129232.7	-496	ENSMUSG00000006345	Ggt1	gamma-glutamyltransferase 1	SMRT CpG 6hr
chr10	77892633	77892758	126	*	Promoter	10	77893417	77896114	2698	1	75188	ENSMUST00000185309.1	-659	ENSMUSG00000096573	1700009J07Rik	RIKEN cDNA 1700009J07 gene	SMRT CpG 6hr
chr10	79940839	79940964	126	*	Intron (ENSMUST00000019708.11/13496, intron 3 of 8)	10	79946279	79952643	6365	1	13496	ENSMUST00000135005.1	-5315	ENSMUSG00000019564	Arid3a	AT rich interactive domain 3A (BRIGHT-like)	SMRT CpG 6hr
chr10	80075409	80075534	126	*	Promoter	10	80062035	80075426	13392	2	216161	ENSMUST00000217972.1	0	ENSMUSG00000035673	Sbno2	strawberry notch 2	SMRT CpG 6hr
chr10	80105603	80105728	126	*	Promoter	10	80066249	80105571	39323	2	216161	ENSMUST00000218462.1	-32	ENSMUSG00000035673	Sbno2	strawberry notch 2	SMRT CpG 6hr
chr10	80158508	80158633	126	*	Distal Intergenic	10	80151238	80153696	2459	1	59090	ENSMUST00000144526.1	7270	ENSMUSG00000035621	Midn	midnolin	SMRT CpG 6hr
chr10	82966658	82966783	126	*	Distal Intergenic	10	82985498	83195900	210403	1	58250	ENSMUST00000040110.7	-18715	ENSMUSG00000034612	Chst11	carbohydrate sulfotransferase 11	SMRT CpG 6hr
chr10	82985035	82985160	126	*	Promoter	10	82985498	83195900	210403	1	58250	ENSMUST00000040110.7	-338	ENSMUSG00000034612	Chst11	carbohydrate sulfotransferase 11	SMRT CpG 6hr
chr10	82992123	82992248	126	*	Intron (ENSMUST00000040110.7/58250, intron 1 of 2)	10	82985498	83195900	210403	1	58250	ENSMUST00000040110.7	6625	ENSMUSG00000034612	Chst11	carbohydrate sulfotransferase 11	SMRT CpG 6hr
chr10	83005107	83005232	126	*	Intron (ENSMUST00000040110.7/58250, intron 1 of 2)	10	82985498	83195900	210403	1	58250	ENSMUST00000040110.7	19609	ENSMUSG00000034612	Chst11	carbohydrate sulfotransferase 11	SMRT CpG 6hr
chr10	83095011	83095136	126	*	Intron (ENSMUST00000040110.7/58250, intron 2 of 2)	10	82985498	83195900	210403	1	58250	ENSMUST00000040110.7	109513	ENSMUSG00000034612	Chst11	carbohydrate sulfotransferase 11	SMRT CpG 6hr
chr10	83101604	83101729	126	*	Intron (ENSMUST00000040110.7/58250, intron 2 of 2)	10	82985498	83195900	210403	1	58250	ENSMUST00000040110.7	116106	ENSMUSG00000034612	Chst11	carbohydrate sulfotransferase 11	SMRT CpG 6hr
chr10	120882466	120882591	126	*	Intron (ENSMUST00000092143.11/320183, intron 1 of 6)	10	120783894	120871152	87259	2	320183	ENSMUST00000130950.1	-11314	ENSMUSG00000051236	Msrb3	methionine sulfoxide reductase B3	SMRT CpG 6hr
chr10	128671279	128671404	126	*	Exon (ENSMUST00000054764.8/211389, exon 4 of 4)	10	128669894	128674073	4180	2	211389	ENSMUST00000054764.8	2669	ENSMUSG00000049858	Suox	sulfite oxidase	SMRT CpG 6hr
chr11	24185079	24185204	126	*	Distal Intergenic	11	24142379	24163291	20913	1	14025	ENSMUST00000127494.1	42700	ENSMUSG00000000861	Bcl11a	B cell CLL/lymphoma 11A (zinc finger protein)	SMRT CpG 6hr
chr11	24243023	24243148	126	*	Distal Intergenic	11	24142379	24163291	20913	1	14025	ENSMUST00000127494.1	100644	ENSMUSG00000000861	Bcl11a	B cell CLL/lymphoma 11A (zinc finger protein)	SMRT CpG 6hr
chr11	30224860	30224985	126	*	Intron (ENSMUST00000006629.13/20742, intron 1 of 35)	11	30099396	30219772	120377	2	20742	ENSMUST00000011877.12	-5088	ENSMUSG00000020315	Sptbn1	spectrin beta, non-erythrocytic 1	SMRT CpG 6hr
chr11	32533044	32533169	126	*	Promoter	11	32533305	32624587	91283	1	20868	ENSMUST00000102821.3	-136	ENSMUSG00000020272	Stk10	serine/threonine kinase 10	SMRT CpG 6hr
chr11	32542752	32542877	126	*	Intron (ENSMUST00000102821.3/20868, intron 1 of 18)	11	32533305	32624587	91283	1	20868	ENSMUST00000102821.3	9447	ENSMUSG00000020272	Stk10	serine/threonine kinase 10	SMRT CpG 6hr
chr11	32554168	32554293	126	*	Intron (ENSMUST00000102821.3/20868, intron 1 of 18)	11	32533305	32624587	91283	1	20868	ENSMUST00000102821.3	20863	ENSMUSG00000020272	Stk10	serine/threonine kinase 10	SMRT CpG 6hr
chr11	32558260	32558385	126	*	Intron (ENSMUST00000102821.3/20868, intron 2 of 18)	11	32533305	32624587	91283	1	20868	ENSMUST00000102821.3	24955	ENSMUSG00000020272	Stk10	serine/threonine kinase 10	SMRT CpG 6hr
chr11	32565238	32565363	126	*	Intron (ENSMUST00000102821.3/20868, intron 2 of 18)	11	32588595	32598528	9934	1	20868	ENSMUST00000143397.1	-23232	ENSMUSG00000020272	Stk10	serine/threonine kinase 10	SMRT CpG 6hr
chr11	32607479	32607604	126	*	Intron (ENSMUST00000102821.3/20868, intron 12 of 18)	11	32588595	32598528	9934	1	20868	ENSMUST00000143397.1	18884	ENSMUSG00000020272	Stk10	serine/threonine kinase 10	SMRT CpG 6hr
chr11	73024594	73024719	126	*	Intron (ENSMUST00000155720.1/55984, intron 1 of 14)	11	73026585	73040293	13709	1	55984	ENSMUST00000145834.1	-1866	ENSMUSG00000020785	Camkk1	calcium/calmodulin-dependent protein kinase kinase 1, alpha	SMRT CpG 6hr
chr11	76845613	76845738	126	*	Intron (ENSMUST00000021201.5/12874, intron 1 of 20)	11	76778424	76847018	68595	2	12874	ENSMUST00000021201.5	1280	ENSMUSG00000020841	Cpd	carboxypeptidase D	SMRT CpG 6hr
chr11	78453828	78453953	126	*	Distal Intergenic	11	78465697	78471945	6249	1	52466	ENSMUST00000001126.3	-11744	ENSMUSG00000020829	Slc46a1	solute carrier family 46, member 1	SMRT CpG 6hr
chr11	83662296	83662421	126	*	Promoter	11	83662584	83664683	2100	1	20303	ENSMUST00000019074.3	-163	ENSMUSG00000018930	Ccl4	chemokine (C-C motif) ligand 4	SMRT CpG 6hr
chr11	83678211	83678336	126	*	Exon (ENSMUST00000118318.1/ENSMUST00000118318.1, exon 2 of 2)	11	83662584	83664683	2100	1	20303	ENSMUST00000019074.3	15627	ENSMUSG00000018930	Ccl4	chemokine (C-C motif) ligand 4	SMRT CpG 6hr
chr11	83737427	83737552	126	*	Distal Intergenic	11	83746940	83752642	5703	1	66107	ENSMUST00000070832.2	-9388	ENSMUSG00000051748	Wfdc21	WAP four-disulfide core domain 21	SMRT CpG 6hr
chr11	94992990	94993115	126	*	Promoter	11	94992880	95001326	8447	1	217124	ENSMUST00000151771.1	110	ENSMUSG00000038976	Ppp1r9b	protein phosphatase 1, regulatory subunit 9B	SMRT CpG 6hr
chr11	100859617	100859742	126	*	Promoter	11	100859656	100885169	25514	1	20850	ENSMUST00000107356.7	0	ENSMUSG00000004043	Stat5a	signal transducer and activator of transcription 5A	SMRT CpG 6hr
chr11	101627686	101627811	126	*	Promoter	11	101627942	101636100	8159	1	66599	ENSMUST00000010506.9	-131	ENSMUSG00000010362	Rdm1	RAD52 motif 1	SMRT CpG 6hr
chr11	101645539	101645664	126	*	Distal Intergenic	11	101633737	101635960	2224	1	66599	ENSMUST00000155222.1	11802	ENSMUSG00000010362	Rdm1	RAD52 motif 1	SMRT CpG 6hr
chr11	103051297	103051422	126	*	Intron (ENSMUST00000181125.1/ENSMUST00000181125.1, intron 1 of 1)	11	103070585	103071750	1166	2	72469	ENSMUST00000124740.1	20328	ENSMUSG00000020937	Plcd3	phospholipase C, delta 3	SMRT CpG 6hr
chr11	103102778	103102903	126	*	Promoter	11	103103021	103105466	2446	1	67131	ENSMUST00000129870.7	-118	ENSMUSG00000056938	Acbd4	acyl-Coenzyme A binding domain containing 4	SMRT CpG 6hr
chr11	103132294	103132419	126	*	Promoter	11	103132429	103138498	6070	1	71059	ENSMUST00000150275.7	-10	ENSMUSG00000043372	Hexim2	hexamethylene bis-acetamide inducible 2	SMRT CpG 6hr
chr11	103132818	103132943	126	*	Promoter	11	103133314	103139191	5878	1	71059	ENSMUST00000107037.7	-371	ENSMUSG00000043372	Hexim2	hexamethylene bis-acetamide inducible 2	SMRT CpG 6hr
chr11	103133114	103133239	126	*	Promoter	11	103133314	103139191	5878	1	71059	ENSMUST00000107037.7	-75	ENSMUSG00000043372	Hexim2	hexamethylene bis-acetamide inducible 2	SMRT CpG 6hr
chr11	103304647	103304772	126	*	Distal Intergenic	11	103333229	103333395	167	2	544817	ENSMUST00000163250.1	28623	ENSMUSG00000034255	Arhgap27	Rho GTPase activating protein 27	SMRT CpG 6hr
chr11	103315482	103315607	126	*	Distal Intergenic	11	103333229	103333395	167	2	544817	ENSMUST00000163250.1	17788	ENSMUSG00000034255	Arhgap27	Rho GTPase activating protein 27	SMRT CpG 6hr
chr11	103320370	103320495	126	*	Distal Intergenic	11	103333229	103333395	167	2	544817	ENSMUST00000163250.1	12900	ENSMUSG00000034255	Arhgap27	Rho GTPase activating protein 27	SMRT CpG 6hr
chr11	103984306	103984431	126	*	Exon (ENSMUST00000057921.9/11841, exon 5 of 5)	11	103979589	103983627	4039	1	11841	ENSMUST00000154089.1	4717	ENSMUSG00000062421	Arf2	ADP-ribosylation factor 2	SMRT CpG 6hr
chr11	104001236	104001361	126	*	Distal Intergenic	11	103979589	103983627	4039	1	11841	ENSMUST00000154089.1	21647	ENSMUSG00000062421	Arf2	ADP-ribosylation factor 2	SMRT CpG 6hr
chr11	109246983	109247108	126	*	Promoter	11	109239511	109246965	7455	2	19739	ENSMUST00000156785.1	-18	ENSMUSG00000020599	Rgs9	regulator of G-protein signaling 9	SMRT CpG 6hr
chr11	109473721	109473846	126	*	Promoter	11	109450855	109473598	22744	2	104681	ENSMUST00000070152.11	-123	ENSMUSG00000041920	Slc16a6	solute carrier family 16 (monocarboxylic acid transporters), member 6	SMRT CpG 6hr
chr11	110426940	110427065	126	*	Intron (ENSMUST00000020949.11/26399, intron 1 of 11)	11	110399259	110513641	114383	1	26399	ENSMUST00000146084.7	27681	ENSMUSG00000020623	Map2k6	mitogen-activated protein kinase kinase 6	SMRT CpG 6hr
chr11	117946580	117946705	126	*	Distal Intergenic	11	117966079	117969186	3108	2	12702	ENSMUST00000054002.3	22481	ENSMUSG00000053113	Socs3	suppressor of cytokine signaling 3	SMRT CpG 6hr
chr11	117960117	117960242	126	*	Distal Intergenic	11	117966079	117969186	3108	2	12702	ENSMUST00000054002.3	8944	ENSMUSG00000053113	Socs3	suppressor of cytokine signaling 3	SMRT CpG 6hr
chr11	119954402	119954527	126	*	Intron (ENSMUST00000075180.11/108100, intron 1 of 13)	11	119960021	119960387	367	1	108100	ENSMUST00000146960.1	-5494	ENSMUSG00000025372	Baiap2	brain-specific angiogenesis inhibitor 1-associated protein 2	SMRT CpG 6hr
