seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	Clusters
chr1	172357621	172357762	142	*	Intron (ENSMUST00000056136.3/16513, intron 1 of 1)	1	172341210	172374085	32876	1	16513	ENSMUST00000056136.3	16411	ENSMUSG00000044708	Kcnj10	potassium inwardly-rectifying channel, subfamily J, member 10	SMRT Uns
chr1	180230693	180230834	142	*	Promoter	1	180227004	180230065	3062	2	19165	ENSMUST00000130711.7	-628	ENSMUSG00000010609	Psen2	presenilin 2	SMRT Uns
chr1	180261141	180261282	142	*	Intron (ENSMUST00000192164.1/ENSMUST00000192164.1, intron 2 of 2)	1	180245638	180263438	17801	2	19165	ENSMUST00000133340.1	2156	ENSMUSG00000010609	Psen2	presenilin 2	SMRT Uns
chr1	180263548	180263689	142	*	Promoter	1	180245638	180263438	17801	2	19165	ENSMUST00000133340.1	-110	ENSMUSG00000010609	Psen2	presenilin 2	SMRT Uns
chr1	180268718	180268859	142	*	Intron (ENSMUST00000192164.1/ENSMUST00000192164.1, intron 2 of 2)	1	180245638	180263438	17801	2	19165	ENSMUST00000133340.1	-5280	ENSMUSG00000010609	Psen2	presenilin 2	SMRT Uns
chr1	182489833	182489974	142	*	Exon (ENSMUST00000192568.1/ENSMUST00000192568.1, exon 3 of 4)	1	182483900	182492561	8662	2	12334	ENSMUST00000192230.5	2587	ENSMUSG00000026509	Capn2	calpain 2	SMRT Uns
chr10	22302336	22302477	142	*	Exon (ENSMUST00000180456.1/ENSMUST00000180456.1, exon 1 of 4)	10	22306702	22312944	6243	1	606736	ENSMUST00000181223.7	-4225	ENSMUSG00000097352	C920009B18Rik	RIKEN cDNA C920009B18 gene	SMRT Uns
chr10	24642860	24643001	142	*	Intron (ENSMUST00000105520.7/18605, intron 24 of 24)	10	24668486	24674258	5773	2	18605	ENSMUST00000142974.1	31257	ENSMUSG00000037370	Enpp1	ectonucleotide pyrophosphatase/phosphodiesterase 1	SMRT Uns
chr10	24727645	24727786	142	*	Distal Intergenic	10	24641435	24712159	70725	2	18605	ENSMUST00000039882.12	-15486	ENSMUSG00000037370	Enpp1	ectonucleotide pyrophosphatase/phosphodiesterase 1	SMRT Uns
chr10	37106348	37106489	142	*	Distal Intergenic	10	37133375	37138920	5546	2	17118	ENSMUST00000092584.5	32431	ENSMUSG00000069662	Marcks	myristoylated alanine rich protein kinase C substrate	SMRT Uns
chr10	37112800	37112941	142	*	Distal Intergenic	10	37133375	37138920	5546	2	17118	ENSMUST00000092584.5	25979	ENSMUSG00000069662	Marcks	myristoylated alanine rich protein kinase C substrate	SMRT Uns
chr10	37189927	37190068	142	*	Distal Intergenic	10	37133375	37138920	5546	2	17118	ENSMUST00000092584.5	-51007	ENSMUSG00000069662	Marcks	myristoylated alanine rich protein kinase C substrate	SMRT Uns
chr10	37190240	37190381	142	*	Distal Intergenic	10	37133375	37138920	5546	2	17118	ENSMUST00000092584.5	-51320	ENSMUSG00000069662	Marcks	myristoylated alanine rich protein kinase C substrate	SMRT Uns
chr10	37194995	37195136	142	*	Distal Intergenic	10	37133375	37138920	5546	2	17118	ENSMUST00000092584.5	-56075	ENSMUSG00000069662	Marcks	myristoylated alanine rich protein kinase C substrate	SMRT Uns
chr10	37204584	37204725	142	*	Distal Intergenic	10	37133375	37138920	5546	2	17118	ENSMUST00000092584.5	-65664	ENSMUSG00000069662	Marcks	myristoylated alanine rich protein kinase C substrate	SMRT Uns
chr10	37232087	37232228	142	*	Distal Intergenic	10	37133375	37138920	5546	2	17118	ENSMUST00000092584.5	-93167	ENSMUSG00000069662	Marcks	myristoylated alanine rich protein kinase C substrate	SMRT Uns
chr10	37236151	37236292	142	*	Distal Intergenic	10	37133375	37138920	5546	2	17118	ENSMUST00000092584.5	-97231	ENSMUSG00000069662	Marcks	myristoylated alanine rich protein kinase C substrate	SMRT Uns
chr10	37321325	37321466	142	*	Distal Intergenic	10	37133375	37138920	5546	2	17118	ENSMUST00000092584.5	-182405	ENSMUSG00000069662	Marcks	myristoylated alanine rich protein kinase C substrate	SMRT Uns
chr10	37337442	37337583	142	*	Exon (ENSMUST00000181602.1/ENSMUST00000181602.1, exon 1 of 3)	10	37133375	37138920	5546	2	17118	ENSMUST00000092584.5	-198522	ENSMUSG00000069662	Marcks	myristoylated alanine rich protein kinase C substrate	SMRT Uns
chr10	37338258	37338399	142	*	Exon (ENSMUST00000181602.1/ENSMUST00000181602.1, exon 2 of 3)	10	37133375	37138920	5546	2	17118	ENSMUST00000092584.5	-199338	ENSMUSG00000069662	Marcks	myristoylated alanine rich protein kinase C substrate	SMRT Uns
chr10	44458642	44458783	142	*	Promoter	10	44437177	44458748	21572	2	12142	ENSMUST00000039174.10	0	ENSMUSG00000038151	Prdm1	PR domain containing 1, with ZNF domain	SMRT Uns
chr10	44459223	44459364	142	*	Promoter	10	44437177	44458748	21572	2	12142	ENSMUST00000039174.10	-475	ENSMUSG00000038151	Prdm1	PR domain containing 1, with ZNF domain	SMRT Uns
chr10	44529462	44529603	142	*	Promoter	10	44446717	44528501	81785	2	12142	ENSMUST00000167340.1	-961	ENSMUSG00000038151	Prdm1	PR domain containing 1, with ZNF domain	SMRT Uns
chr10	44539332	44539473	142	*	Distal Intergenic	10	44446717	44528501	81785	2	12142	ENSMUST00000167340.1	-10831	ENSMUSG00000038151	Prdm1	PR domain containing 1, with ZNF domain	SMRT Uns
chr10	44565271	44565412	142	*	Distal Intergenic	10	44446717	44528501	81785	2	12142	ENSMUST00000167340.1	-36770	ENSMUSG00000038151	Prdm1	PR domain containing 1, with ZNF domain	SMRT Uns
chr10	44589411	44589552	142	*	Intron (ENSMUST00000213965.1/ENSMUST00000213965.1, intron 1 of 1)	10	44446717	44528501	81785	2	12142	ENSMUST00000167340.1	-60910	ENSMUSG00000038151	Prdm1	PR domain containing 1, with ZNF domain	SMRT Uns
chr10	44598747	44598888	142	*	Exon (ENSMUST00000217008.1/ENSMUST00000217008.1, exon 1 of 4)	10	44446717	44528501	81785	2	12142	ENSMUST00000167340.1	-70246	ENSMUSG00000038151	Prdm1	PR domain containing 1, with ZNF domain	SMRT Uns
chr10	44607430	44607571	142	*	Intron (ENSMUST00000217008.1/ENSMUST00000217008.1, intron 2 of 3)	10	44446717	44528501	81785	2	12142	ENSMUST00000167340.1	-78929	ENSMUSG00000038151	Prdm1	PR domain containing 1, with ZNF domain	SMRT Uns
chr10	44631730	44631871	142	*	Intron (ENSMUST00000217008.1/ENSMUST00000217008.1, intron 2 of 3)	10	44446717	44528501	81785	2	12142	ENSMUST00000167340.1	-103229	ENSMUSG00000038151	Prdm1	PR domain containing 1, with ZNF domain	SMRT Uns
chr10	44686175	44686316	142	*	Intron (ENSMUST00000217008.1/ENSMUST00000217008.1, intron 2 of 3)	10	44446717	44528501	81785	2	12142	ENSMUST00000167340.1	-157674	ENSMUSG00000038151	Prdm1	PR domain containing 1, with ZNF domain	SMRT Uns
chr10	44704445	44704586	142	*	Distal Intergenic	10	44446717	44528501	81785	2	12142	ENSMUST00000167340.1	-175944	ENSMUSG00000038151	Prdm1	PR domain containing 1, with ZNF domain	SMRT Uns
chr10	77891232	77891373	142	*	Distal Intergenic	10	77893417	77896114	2698	1	75188	ENSMUST00000185309.1	-2044	ENSMUSG00000096573	1700009J07Rik	RIKEN cDNA 1700009J07 gene	SMRT Uns
chr10	77892642	77892783	142	*	Promoter	10	77893417	77896114	2698	1	75188	ENSMUST00000185309.1	-634	ENSMUSG00000096573	1700009J07Rik	RIKEN cDNA 1700009J07 gene	SMRT Uns
chr10	79925351	79925492	142	*	Distal Intergenic	10	79927043	79955018	27976	1	13496	ENSMUST00000019708.11	-1551	ENSMUSG00000019564	Arid3a	AT rich interactive domain 3A (BRIGHT-like)	SMRT Uns
chr10	79927623	79927764	142	*	Promoter	10	79927341	79954703	27363	1	13496	ENSMUST00000105376.1	282	ENSMUSG00000019564	Arid3a	AT rich interactive domain 3A (BRIGHT-like)	SMRT Uns
chr10	79940809	79940950	142	*	Intron (ENSMUST00000019708.11/13496, intron 3 of 8)	10	79946279	79952643	6365	1	13496	ENSMUST00000135005.1	-5329	ENSMUSG00000019564	Arid3a	AT rich interactive domain 3A (BRIGHT-like)	SMRT Uns
chr10	81474546	81474687	142	*	Promoter	10	81460930	81474844	13915	2	319586	ENSMUST00000120856.7	157	ENSMUSG00000034818	Celf5	CUGBP, Elav-like family member 5	SMRT Uns
chr10	86685419	86685560	142	*	Promoter	10	86685525	86689954	4430	1	66263	ENSMUST00000218095.1	0	ENSMUSG00000097412	1810014B01Rik	RIKEN cDNA 1810014B01 gene	SMRT Uns
chr10	117624251	117624392	142	*	Distal Intergenic	10	117629500	117635373	5874	1	70574	ENSMUST00000138020.7	-5108	ENSMUSG00000020183	Cpm	carboxypeptidase M	SMRT Uns
chr10	120882381	120882522	142	*	Intron (ENSMUST00000092143.11/320183, intron 1 of 6)	10	120783894	120871152	87259	2	320183	ENSMUST00000130950.1	-11229	ENSMUSG00000051236	Msrb3	methionine sulfoxide reductase B3	SMRT Uns
chr10	128795105	128795246	142	*	Intron (ENSMUST00000219404.1/58223, intron 4 of 8)	10	128790962	128791750	789	1	58223	ENSMUST00000218021.1	4143	ENSMUSG00000025355	Mmp19	matrix metallopeptidase 19	SMRT Uns
chr11	30129378	30129519	142	*	Intron (ENSMUST00000006629.13/20742, intron 18 of 35)	11	30109871	30111359	1489	2	20742	ENSMUST00000127209.1	-18019	ENSMUSG00000020315	Sptbn1	spectrin beta, non-erythrocytic 1	SMRT Uns
chr11	46698980	46699121	142	*	Promoter	11	46670009	46698962	28954	2	171284	ENSMUST00000109225.8	-18	ENSMUSG00000040413	Timd2	T cell immunoglobulin and mucin domain containing 2	SMRT Uns
chr11	53449830	53449971	142	*	Distal Intergenic	11	53457205	53467766	10562	1	71774	ENSMUST00000109013.8	-7234	ENSMUSG00000018387	Shroom1	shroom family member 1	SMRT Uns
chr11	53457064	53457205	142	*	Promoter	11	53457205	53467766	10562	1	71774	ENSMUST00000109013.8	0	ENSMUSG00000018387	Shroom1	shroom family member 1	SMRT Uns
chr11	70084669	70084810	142	*	Distal Intergenic	11	70092644	70106187	13544	1	11890	ENSMUST00000102572.7	-7834	ENSMUSG00000040963	Asgr2	asialoglycoprotein receptor 2	SMRT Uns
chr11	70092178	70092319	142	*	Promoter	11	70092644	70106187	13544	1	11890	ENSMUST00000102572.7	-325	ENSMUSG00000040963	Asgr2	asialoglycoprotein receptor 2	SMRT Uns
chr11	70113039	70113180	142	*	Distal Intergenic	11	70097692	70105856	8165	1	11890	ENSMUST00000179757.1	15347	ENSMUSG00000040963	Asgr2	asialoglycoprotein receptor 2	SMRT Uns
chr11	71230743	71230884	142	*	Promoter	11	71153127	71230733	77607	2	637515	ENSMUST00000108516.8	-10	ENSMUSG00000070390	Nlrp1b	NLR family, pyrin domain containing 1B	SMRT Uns
chr11	71251554	71251695	142	*	Intron (ENSMUST00000174668.9/627984, intron 7 of 11)	11	71153127	71230733	77607	2	637515	ENSMUST00000108516.8	-20821	ENSMUSG00000070390	Nlrp1b	NLR family, pyrin domain containing 1B	SMRT Uns
chr11	75429162	75429303	142	*	Downstream (2-3kb)	11	75409769	75422701	12933	2	20317	ENSMUST00000000769.13	-6461	ENSMUSG00000000753	Serpinf1	serine (or cysteine) peptidase inhibitor, clade F, member 1	SMRT Uns
chr11	77776199	77776340	142	*	Promoter	11	77777265	77865980	88716	1	360013	ENSMUST00000000645.12	-925	ENSMUSG00000000631	Myo18a	myosin XVIIIA	SMRT Uns
chr11	77786051	77786192	142	*	Exon (ENSMUST00000092883.2/ENSMUST00000092883.2, exon 1 of 1)	11	77777316	77864848	87533	1	360013	ENSMUST00000130627.8	8735	ENSMUSG00000000631	Myo18a	myosin XVIIIA	SMRT Uns
chr11	77868648	77868789	142	*	Distal Intergenic	11	77857479	77865076	7598	1	360013	ENSMUST00000142571.2	11169	ENSMUSG00000000631	Myo18a	myosin XVIIIA	SMRT Uns
chr11	78147303	78147444	142	*	Intron (ENSMUST00000073705.11/216971, intron 2 of 2)	11	78160793	78165516	4724	2	22032	ENSMUST00000148218.1	18072	ENSMUSG00000017386	Traf4	TNF receptor associated factor 4	SMRT Uns
chr11	80168710	80168851	142	*	Intron (ENSMUST00000021050.13/216991, intron 6 of 10)	11	80154116	80165776	11661	1	216991	ENSMUST00000134118.1	14594	ENSMUSG00000020709	Adap2	ArfGAP with dual PH domains 2	SMRT Uns
chr11	80208951	80209092	142	*	Promoter	11	80209019	80266812	57794	1	59040	ENSMUST00000077451.13	0	ENSMUSG00000017686	Rhot1	ras homolog family member T1	SMRT Uns
chr11	95824186	95824327	142	*	Promoter	11	95824499	95830701	6203	1	237928	ENSMUST00000150134.1	-172	ENSMUSG00000050860	Phospho1	phosphatase, orphan 1	SMRT Uns
chr11	100440883	100441024	142	*	Promoter	11	100429356	100441020	11665	2	68106	ENSMUST00000092689.8	0	ENSMUSG00000017176	Nt5c3b	5'-nucleotidase, cytosolic IIIB	SMRT Uns
chr11	101627733	101627874	142	*	Promoter	11	101627942	101636100	8159	1	66599	ENSMUST00000010506.9	-68	ENSMUSG00000010362	Rdm1	RAD52 motif 1	SMRT Uns
chr11	101642420	101642561	142	*	Distal Intergenic	11	101633737	101635960	2224	1	66599	ENSMUST00000155222.1	8683	ENSMUSG00000010362	Rdm1	RAD52 motif 1	SMRT Uns
chr11	101645981	101646122	142	*	Distal Intergenic	11	101633737	101635960	2224	1	66599	ENSMUST00000155222.1	12244	ENSMUSG00000010362	Rdm1	RAD52 motif 1	SMRT Uns
chr11	101658596	101658737	142	*	Distal Intergenic	11	101665541	101667832	2292	1	80981	ENSMUST00000039388.2	-6804	ENSMUSG00000034936	Arl4d	ADP-ribosylation factor-like 4D	SMRT Uns
chr11	103051273	103051414	142	*	Intron (ENSMUST00000181125.1/ENSMUST00000181125.1, intron 1 of 1)	11	103070585	103071750	1166	2	72469	ENSMUST00000124740.1	20336	ENSMUSG00000020937	Plcd3	phospholipase C, delta 3	SMRT Uns
chr11	103076309	103076450	142	*	Intron (ENSMUST00000128650.7/72469, intron 4 of 10)	11	103070304	103078294	7991	2	72469	ENSMUST00000128650.7	1844	ENSMUSG00000020937	Plcd3	phospholipase C, delta 3	SMRT Uns
chr11	103102749	103102890	142	*	Promoter	11	103103021	103105466	2446	1	67131	ENSMUST00000129870.7	-131	ENSMUSG00000056938	Acbd4	acyl-Coenzyme A binding domain containing 4	SMRT Uns
chr11	103116103	103116244	142	*	Promoter	11	103116231	103119725	3495	1	192231	ENSMUST00000053063.6	0	ENSMUSG00000048878	Hexim1	hexamethylene bis-acetamide inducible 1	SMRT Uns
chr11	103132726	103132867	142	*	Promoter	11	103132429	103138498	6070	1	71059	ENSMUST00000150275.7	297	ENSMUSG00000043372	Hexim2	hexamethylene bis-acetamide inducible 2	SMRT Uns
chr11	103920793	103920934	142	*	Intron (ENSMUST00000103075.10/18195, intron 4 of 20)	11	103910557	103926151	15595	2	18195	ENSMUST00000140394.2	5217	ENSMUSG00000034187	Nsf	N-ethylmaleimide sensitive fusion protein	SMRT Uns
chr11	110399515	110399656	142	*	Promoter	11	110399259	110513641	114383	1	26399	ENSMUST00000146084.7	256	ENSMUSG00000020623	Map2k6	mitogen-activated protein kinase kinase 6	SMRT Uns
chr11	110537704	110537845	142	*	Distal Intergenic	11	110479039	110497926	18888	1	26399	ENSMUST00000133920.1	58665	ENSMUSG00000020623	Map2k6	mitogen-activated protein kinase kinase 6	SMRT Uns
chr11	115813850	115813991	142	*	Promoter	11	115806777	115813639	6863	2	140721	ENSMUST00000156812.1	-211	ENSMUSG00000034471	Caskin2	CASK-interacting protein 2	SMRT Uns
chr11	116168138	116168279	142	*	Promoter	11	116142285	116168153	25869	2	217335	ENSMUST00000103031.7	0	ENSMUSG00000020776	Fbf1	Fas (TNFRSF6) binding factor 1	SMRT Uns
chr11	117792726	117792867	142	*	Exon (ENSMUST00000050874.13/217356, exon 16 of 16)	11	117791188	117792613	1426	1	217356	ENSMUST00000156458.1	1538	ENSMUSG00000050106	Tmc8	transmembrane channel-like gene family 8	SMRT Uns
chr11	117960007	117960148	142	*	Distal Intergenic	11	117966079	117969186	3108	2	12702	ENSMUST00000054002.3	9038	ENSMUSG00000053113	Socs3	suppressor of cytokine signaling 3	SMRT Uns
chr11	117969926	117970067	142	*	Promoter	11	117966079	117969186	3108	2	12702	ENSMUST00000054002.3	-740	ENSMUSG00000053113	Socs3	suppressor of cytokine signaling 3	SMRT Uns
chr11	118483440	118483581	142	*	Promoter	11	118484490	118487509	3020	1	217364	ENSMUST00000168689.1	-909	ENSMUSG00000033857	Engase	endo-beta-N-acetylglucosaminidase	SMRT Uns
chr11	120071139	120071280	142	*	Promoter	11	120067129	120070907	3779	2	12009	ENSMUST00000150463.7	-232	ENSMUSG00000039781	Cep131	centrosomal protein 131	SMRT Uns
chr11	120720835	120720976	142	*	Promoter	11	120721470	120723969	2500	1	170758	ENSMUST00000018156.11	-494	ENSMUSG00000018012	Rac3	Rac family small GTPase 3	SMRT Uns
chr11	121204652	121204793	142	*	Promoter	11	121204758	121222647	17890	1	238023	ENSMUST00000124925.7	0	ENSMUSG00000039307	Hexdc	hexosaminidase (glycosyl hydrolase family 20, catalytic domain) containing	SMRT Uns
chr11	121720501	121720642	142	*	Distal Intergenic	11	121702763	121715829	13067	1	210029	ENSMUST00000125580.1	17738	ENSMUSG00000039208	Metrnl	meteorin, glial cell differentiation regulator-like	SMRT Uns
chr12	13145622	13145763	142	*	Distal Intergenic	12	13225161	13229379	4219	2	104721	ENSMUST00000221028.1	83616	ENSMUSG00000037149	Ddx1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 1	SMRT Uns
chr12	81719512	81719653	142	*	Exon (ENSMUST00000221438.1/ENSMUST00000221438.1, exon 1 of 1)	12	81722039	81780874	58836	2	338372	ENSMUST00000222322.1	61221	ENSMUSG00000042724	Map3k9	mitogen-activated protein kinase kinase kinase 9	SMRT Uns
chr12	81719798	81719939	142	*	Exon (ENSMUST00000221438.1/ENSMUST00000221438.1, exon 1 of 1)	12	81722039	81780874	58836	2	338372	ENSMUST00000222322.1	60935	ENSMUSG00000042724	Map3k9	mitogen-activated protein kinase kinase kinase 9	SMRT Uns
chr12	81754776	81754917	142	*	Intron (ENSMUST00000035987.8/338372, intron 2 of 10)	12	81722039	81780874	58836	2	338372	ENSMUST00000222322.1	25957	ENSMUSG00000042724	Map3k9	mitogen-activated protein kinase kinase kinase 9	SMRT Uns
chr12	81776277	81776418	142	*	Intron (ENSMUST00000035987.8/338372, intron 1 of 10)	12	81722039	81780874	58836	2	338372	ENSMUST00000222322.1	4456	ENSMUSG00000042724	Map3k9	mitogen-activated protein kinase kinase kinase 9	SMRT Uns
chr12	81788800	81788941	142	*	Distal Intergenic	12	81721010	81781175	60166	2	338372	ENSMUST00000035987.8	-7625	ENSMUSG00000042724	Map3k9	mitogen-activated protein kinase kinase kinase 9	SMRT Uns
chr12	85437664	85437805	142	*	Distal Intergenic	12	85473890	85477273	3384	1	14281	ENSMUST00000021674.6	-36085	ENSMUSG00000021250	Fos	FBJ osteosarcoma oncogene	SMRT Uns
chr12	85468762	85468903	142	*	Distal Intergenic	12	85473890	85477273	3384	1	14281	ENSMUST00000021674.6	-4987	ENSMUSG00000021250	Fos	FBJ osteosarcoma oncogene	SMRT Uns
chr12	85485858	85485999	142	*	Distal Intergenic	12	85474911	85476063	1153	1	14281	ENSMUST00000134311.1	10947	ENSMUSG00000021250	Fos	FBJ osteosarcoma oncogene	SMRT Uns
chr12	86906511	86906652	142	*	Distal Intergenic	12	86880701	86884798	4098	2	238330	ENSMUST00000038422.7	-21713	ENSMUSG00000034168	Irf2bpl	interferon regulatory factor 2 binding protein-like	SMRT Uns
chr12	91666759	91666900	142	*	Intron (ENSMUST00000052969.14/108800, intron 4 of 6)	12	91703413	91713974	10562	2	108800	ENSMUST00000111609.2	47074	ENSMUSG00000020961	Ston2	stonin 2	SMRT Uns
chr12	91719204	91719345	142	*	Intron (ENSMUST00000052969.14/108800, intron 3 of 6)	12	91703413	91713974	10562	2	108800	ENSMUST00000111609.2	-5230	ENSMUSG00000020961	Ston2	stonin 2	SMRT Uns
chr12	91734773	91734914	142	*	Intron (ENSMUST00000052969.14/108800, intron 3 of 6)	12	91641543	91743855	102313	2	108800	ENSMUST00000164713.7	8941	ENSMUSG00000020961	Ston2	stonin 2	SMRT Uns
chr12	91736344	91736485	142	*	Intron (ENSMUST00000052969.14/108800, intron 3 of 6)	12	91641543	91743855	102313	2	108800	ENSMUST00000164713.7	7370	ENSMUSG00000020961	Ston2	stonin 2	SMRT Uns
chr12	91748311	91748452	142	*	Intron (ENSMUST00000052969.14/108800, intron 1 of 6)	12	91743618	91746084	2467	2	108800	ENSMUST00000166967.1	-2227	ENSMUSG00000020961	Ston2	stonin 2	SMRT Uns
chr12	91750953	91751094	142	*	Intron (ENSMUST00000052969.14/108800, intron 1 of 6)	12	91743618	91746084	2467	2	108800	ENSMUST00000166967.1	-4869	ENSMUSG00000020961	Ston2	stonin 2	SMRT Uns
chr12	91764427	91764568	142	*	Intron (ENSMUST00000052969.14/108800, intron 1 of 6)	12	91735054	91771170	36117	2	108800	ENSMUST00000170984.1	6602	ENSMUSG00000020961	Ston2	stonin 2	SMRT Uns
chr12	91765551	91765692	142	*	Intron (ENSMUST00000052969.14/108800, intron 1 of 6)	12	91735054	91771170	36117	2	108800	ENSMUST00000170984.1	5478	ENSMUSG00000020961	Ston2	stonin 2	SMRT Uns
chr12	100187376	100187517	142	*	Promoter	12	100187968	100193540	5573	1	100038378	ENSMUST00000146364.7	-451	ENSMUSG00000072884	Gm10433	predicted gene 10433	SMRT Uns
chr12	100187764	100187905	142	*	Promoter	12	100187968	100193540	5573	1	100038378	ENSMUST00000146364.7	-63	ENSMUSG00000072884	Gm10433	predicted gene 10433	SMRT Uns
chr12	105001061	105001202	142	*	Intron (ENSMUST00000067005.10/212073, intron 1 of 16)	12	104932028	104998677	66650	2	212073	ENSMUST00000095439.10	-2384	ENSMUSG00000054150	Syne3	spectrin repeat containing, nuclear envelope family member 3	SMRT Uns
