seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	Clusters
chr11	87404529	87404696	168	*	Promoter	11	87376645	87404523	27879	2	114714	ENSMUST00000067692.12	-6	ENSMUSG00000007646	Rad51c	RAD51 paralog C	NCoR1 Uns
chr11	87422627	87422794	168	*	Intron (ENSMUST00000060835.11/83560, intron 1 of 30)	11	87427591	87484766	57176	1	83560	ENSMUST00000156483.1	-4797	ENSMUSG00000010342	Tex14	testis expressed gene 14	NCoR1 Uns
chr11	87423036	87423203	168	*	Intron (ENSMUST00000060835.11/83560, intron 1 of 30)	11	87427591	87484766	57176	1	83560	ENSMUST00000156483.1	-4388	ENSMUSG00000010342	Tex14	testis expressed gene 14	NCoR1 Uns
chr11	87443521	87443688	168	*	Intron (ENSMUST00000060835.11/83560, intron 2 of 30)	11	87427591	87484766	57176	1	83560	ENSMUST00000156483.1	15930	ENSMUSG00000010342	Tex14	testis expressed gene 14	NCoR1 Uns
chr11	87448877	87449044	168	*	Intron (ENSMUST00000060835.11/83560, intron 2 of 30)	11	87427591	87484766	57176	1	83560	ENSMUST00000156483.1	21286	ENSMUSG00000010342	Tex14	testis expressed gene 14	NCoR1 Uns
chr11	87462569	87462736	168	*	Intron (ENSMUST00000060835.11/83560, intron 2 of 30)	11	87427591	87484766	57176	1	83560	ENSMUST00000156483.1	34978	ENSMUSG00000010342	Tex14	testis expressed gene 14	NCoR1 Uns
chr11	97021917	97022084	168	*	Exon (ENSMUST00000047997.7/83395, exon 2 of 2)	11	97018733	97024731	5999	1	83395	ENSMUST00000107622.1	3184	ENSMUSG00000038560	Sp6	trans-acting transcription factor 6	NCoR1 Uns
chr11	97114096	97114263	168	*	Intron (ENSMUST00000001484.2/57765, intron 1 of 5)	11	97098071	97115331	17261	2	57765	ENSMUST00000001484.2	1068	ENSMUSG00000001444	Tbx21	T-box 21	NCoR1 Uns
chr11	97684139	97684306	168	*	Exon (ENSMUST00000044730.11/246198, exon 20 of 20)	11	97685826	97688621	2796	1	217149	ENSMUST00000107584.7	-1520	ENSMUSG00000078695	Cisd3	CDGSH iron sulfur domain 3	NCoR1 Uns
chr11	97684730	97684897	168	*	Promoter	11	97685826	97688621	2796	1	217149	ENSMUST00000107584.7	-929	ENSMUSG00000078695	Cisd3	CDGSH iron sulfur domain 3	NCoR1 Uns
chr11	97936010	97936177	168	*	Intron (ENSMUST00000017561.14/72324, intron 9 of 13)	11	97923656	97986399	62744	2	72324	ENSMUST00000107565.2	50222	ENSMUSG00000017417	Plxdc1	plexin domain containing 1	NCoR1 Uns
chr11	97955223	97955390	168	*	Intron (ENSMUST00000017561.14/72324, intron 5 of 13)	11	97923656	97986399	62744	2	72324	ENSMUST00000107565.2	31009	ENSMUSG00000017417	Plxdc1	plexin domain containing 1	NCoR1 Uns
chr11	97957046	97957213	168	*	Intron (ENSMUST00000017561.14/72324, intron 2 of 13)	11	97923656	97986399	62744	2	72324	ENSMUST00000107565.2	29186	ENSMUSG00000017417	Plxdc1	plexin domain containing 1	NCoR1 Uns
chr11	98148764	98148931	168	*	Promoter	11	98091091	98149606	58516	2	72194	ENSMUST00000135969.7	675	ENSMUSG00000020883	Fbxl20	F-box and leucine-rich repeat protein 20	NCoR1 Uns
chr11	100356159	100356326	168	*	Promoter	11	100347327	100356128	8802	2	15114	ENSMUST00000138603.8	-31	ENSMUSG00000006930	Hap1	huntingtin-associated protein 1	NCoR1 Uns
chr11	100702677	100702844	168	*	Promoter	11	100702148	100703347	1200	2	80861	ENSMUST00000150656.1	503	ENSMUSG00000017830	Dhx58	DEXH (Asp-Glu-X-His) box polypeptide 58	NCoR1 Uns
chr11	102440352	102440519	168	*	Promoter	11	102438748	102439777	1030	2	217219	ENSMUST00000145190.1	-575	ENSMUSG00000034685	Fam171a2	family with sequence similarity 171, member A2	NCoR1 Uns
chr11	103051250	103051417	168	*	Intron (ENSMUST00000021314.7/18107, intron 3 of 11)	11	103070585	103071750	1166	2	72469	ENSMUST00000124740.1	20333	ENSMUSG00000020937	Plcd3	phospholipase C, delta 3	NCoR1 Uns
chr11	117946766	117946933	168	*	Distal Intergenic	11	117966079	117969186	3108	2	12702	ENSMUST00000054002.3	22253	ENSMUSG00000053113	Socs3	suppressor of cytokine signaling 3	NCoR1 Uns
chr11	117960079	117960246	168	*	Distal Intergenic	11	117966079	117969186	3108	2	12702	ENSMUST00000054002.3	8940	ENSMUSG00000053113	Socs3	suppressor of cytokine signaling 3	NCoR1 Uns
chr12	79393677	79393844	168	*	Intron (ENSMUST00000171210.2/19363, intron 7 of 10)	12	79327353	79701856	374504	1	19363	ENSMUST00000221257.1	66324	ENSMUSG00000059060	Rad51b	RAD51 paralog B	NCoR1 Uns
chr12	79437076	79437243	168	*	Intron (ENSMUST00000171210.2/19363, intron 7 of 10)	12	79327353	79701856	374504	1	19363	ENSMUST00000221257.1	109723	ENSMUSG00000059060	Rad51b	RAD51 paralog B	NCoR1 Uns
chr12	79618016	79618183	168	*	Intron (ENSMUST00000171210.2/19363, intron 7 of 10)	12	79327353	79701856	374504	1	19363	ENSMUST00000221257.1	290663	ENSMUSG00000059060	Rad51b	RAD51 paralog B	NCoR1 Uns
chr12	84146237	84146404	168	*	Exon (ENSMUST00000061425.2/70481, exon 1 of 1)	12	84146131	84148489	2359	2	70481	ENSMUST00000061425.2	2085	ENSMUSG00000054383	Pnma1	paraneoplastic antigen MA1	NCoR1 Uns
chr12	86897190	86897357	168	*	Distal Intergenic	12	86880701	86884798	4098	2	238330	ENSMUST00000038422.7	-12392	ENSMUSG00000034168	Irf2bpl	interferon regulatory factor 2 binding protein-like	NCoR1 Uns
chr12	91684297	91684464	168	*	Exon (ENSMUST00000167777.2/ENSMUST00000167777.2, exon 2 of 2)	12	91703413	91713974	10562	2	108800	ENSMUST00000111609.2	29510	ENSMUSG00000020961	Ston2	stonin 2	NCoR1 Uns
chr12	91691587	91691754	168	*	Intron (ENSMUST00000151945.1/ENSMUST00000151945.1, intron 3 of 3)	12	91703413	91713974	10562	2	108800	ENSMUST00000111609.2	22220	ENSMUSG00000020961	Ston2	stonin 2	NCoR1 Uns
chr12	91719203	91719370	168	*	Intron (ENSMUST00000052969.14/108800, intron 3 of 6)	12	91703413	91713974	10562	2	108800	ENSMUST00000111609.2	-5229	ENSMUSG00000020961	Ston2	stonin 2	NCoR1 Uns
chr12	91736336	91736503	168	*	Intron (ENSMUST00000052969.14/108800, intron 3 of 6)	12	91641543	91743855	102313	2	108800	ENSMUST00000164713.7	7352	ENSMUSG00000020961	Ston2	stonin 2	NCoR1 Uns
chr12	91748259	91748426	168	*	Intron (ENSMUST00000052969.14/108800, intron 1 of 6)	12	91743618	91746084	2467	2	108800	ENSMUST00000166967.1	-2175	ENSMUSG00000020961	Ston2	stonin 2	NCoR1 Uns
chr12	91756851	91757018	168	*	Intron (ENSMUST00000052969.14/108800, intron 1 of 6)	12	91743618	91746084	2467	2	108800	ENSMUST00000166967.1	-10767	ENSMUSG00000020961	Ston2	stonin 2	NCoR1 Uns
chr12	91765561	91765728	168	*	Intron (ENSMUST00000052969.14/108800, intron 1 of 6)	12	91735054	91771170	36117	2	108800	ENSMUST00000170984.1	5442	ENSMUSG00000020961	Ston2	stonin 2	NCoR1 Uns
chr12	104997785	104997952	168	*	Promoter	12	104929949	104998677	68729	2	212073	ENSMUST00000109927.1	725	ENSMUSG00000054150	Syne3	spectrin repeat containing, nuclear envelope family member 3	NCoR1 Uns
chr12	105001013	105001180	168	*	Intron (ENSMUST00000067005.10/212073, intron 1 of 16)	12	104932028	104998677	66650	2	212073	ENSMUST00000095439.10	-2336	ENSMUSG00000054150	Syne3	spectrin repeat containing, nuclear envelope family member 3	NCoR1 Uns
chr12	105013089	105013256	168	*	Distal Intergenic	12	104929933	105009809	79877	2	212073	ENSMUST00000067005.10	-3280	ENSMUSG00000054150	Syne3	spectrin repeat containing, nuclear envelope family member 3	NCoR1 Uns
chr12	111416846	111417013	168	*	Promoter	12	111417017	111424875	7859	1	74190	ENSMUST00000222126.1	-4	ENSMUSG00000021280	Exoc3l4	exocyst complex component 3-like 4	NCoR1 Uns
chr13	42528312	42528479	168	*	Distal Intergenic	13	42680623	43138524	457902	1	218194	ENSMUST00000128646.7	-152144	ENSMUSG00000054728	Phactr1	phosphatase and actin regulator 1	NCoR1 Uns
chr13	42829068	42829235	168	*	Intron (ENSMUST00000128646.7/218194, intron 3 of 13)	13	42866247	43135304	269058	1	218194	ENSMUST00000131942.1	-37012	ENSMUSG00000054728	Phactr1	phosphatase and actin regulator 1	NCoR1 Uns
chr13	42999434	42999601	168	*	Intron (ENSMUST00000128646.7/218194, intron 4 of 13)	13	43112133	43135383	23251	1	218194	ENSMUST00000137434.7	-112532	ENSMUSG00000054728	Phactr1	phosphatase and actin regulator 1	NCoR1 Uns
chr13	43112675	43112842	168	*	Promoter	13	43112133	43135383	23251	1	218194	ENSMUST00000137434.7	542	ENSMUSG00000054728	Phactr1	phosphatase and actin regulator 1	NCoR1 Uns
chr13	95191409	95191576	168	*	Intron (ENSMUST00000162412.7/218461, intron 1 of 19)	13	95104688	95186317	81630	2	218461	ENSMUST00000162716.1	-5092	ENSMUSG00000021684	Pde8b	phosphodiesterase 8B	NCoR1 Uns
chr13	95273810	95273977	168	*	Distal Intergenic	13	95024454	95250336	225883	2	218461	ENSMUST00000162412.7	-23474	ENSMUSG00000021684	Pde8b	phosphodiesterase 8B	NCoR1 Uns
chr14	21941640	21941807	168	*	Intron (ENSMUST00000193294.1/ENSMUST00000193294.1, intron 2 of 3)	14	21983959	21989601	5643	2	218820	ENSMUST00000043409.8	47794	ENSMUSG00000039081	Zfp503	zinc finger protein 503	NCoR1 Uns
chr14	50357688	50357855	168	*	Promoter	14	50357914	50363663	5750	1	239081	ENSMUST00000185091.1	-59	ENSMUSG00000051969	Tlr11	toll-like receptor 11	NCoR1 Uns
chr14	50363721	50363888	168	*	Downstream (<=300bp)	14	50357914	50363663	5750	1	239081	ENSMUST00000185091.1	5807	ENSMUSG00000051969	Tlr11	toll-like receptor 11	NCoR1 Uns
chr14	50372575	50372742	168	*	Distal Intergenic	14	50357914	50363663	5750	1	239081	ENSMUST00000185091.1	14661	ENSMUSG00000051969	Tlr11	toll-like receptor 11	NCoR1 Uns
chr14	54770505	54770672	168	*	Intron (ENSMUST00000022787.7/50934, intron 1 of 10)	14	54722209	54781930	59722	2	50934	ENSMUST00000022787.7	11258	ENSMUSG00000022180	Slc7a8	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	NCoR1 Uns
chr14	60736619	60736786	168	*	Intron (ENSMUST00000160973.7/219140, intron 4 of 12)	14	60732906	60764549	31644	1	219140	ENSMUST00000162945.1	3713	ENSMUSG00000021990	Spata13	spermatogenesis associated 13	NCoR1 Uns
chr14	99599215	99599382	168	*	Distal Intergenic	14	99299154	99305326	6173	1	12224	ENSMUST00000226784.1	300061	ENSMUSG00000005148	Klf5	Kruppel-like factor 5	NCoR1 Uns
chr15	3979520	3979687	168	*	Promoter	15	3965445	3979573	14129	2	106052	ENSMUST00000022791.8	0	ENSMUSG00000022184	Fbxo4	F-box protein 4	NCoR1 Uns
chr15	3982851	3983018	168	*	Exon (ENSMUST00000046633.9/106064, exon 6 of 6)	15	3965445	3979573	14129	2	106052	ENSMUST00000022791.8	-3278	ENSMUSG00000022184	Fbxo4	F-box protein 4	NCoR1 Uns
chr15	11697620	11697787	168	*	Intron (ENSMUST00000228108.1/ENSMUST00000228108.1, intron 2 of 2)	15	11842260	11890988	48729	2	18162	ENSMUST00000226139.1	193201	ENSMUSG00000022206	Npr3	natriuretic peptide receptor 3	NCoR1 Uns
chr15	11710345	11710512	168	*	Distal Intergenic	15	11842260	11890988	48729	2	18162	ENSMUST00000226139.1	180476	ENSMUSG00000022206	Npr3	natriuretic peptide receptor 3	NCoR1 Uns
chr15	11716268	11716435	168	*	Distal Intergenic	15	11842260	11890988	48729	2	18162	ENSMUST00000226139.1	174553	ENSMUSG00000022206	Npr3	natriuretic peptide receptor 3	NCoR1 Uns
chr15	73492307	73492474	168	*	Distal Intergenic	15	73512560	73572242	59683	1	105841	ENSMUST00000043414.11	-20086	ENSMUSG00000036661	Dennd3	DENN/MADD domain containing 3	NCoR1 Uns
chr15	73545725	73545892	168	*	Intron (ENSMUST00000043414.11/105841, intron 12 of 22)	15	73557636	73568107	10472	1	105841	ENSMUST00000160267.2	-11744	ENSMUSG00000036661	Dennd3	DENN/MADD domain containing 3	NCoR1 Uns
chr15	75709421	75709588	168	*	Intron (ENSMUST00000121137.8/14787, intron 4 of 14)	15	75710739	75712451	1713	1	14787	ENSMUST00000229843.1	-1151	ENSMUSG00000022580	Rhpn1	rhophilin, Rho GTPase binding protein 1	NCoR1 Uns
chr15	77607841	77608008	168	*	Distal Intergenic	15	77583819	77596125	12307	2	328561	ENSMUST00000089465.5	-11716	ENSMUSG00000050014	Apol10b	apolipoprotein L 10B	NCoR1 Uns
chr15	78928163	78928330	168	*	Intron (ENSMUST00000089377.5/16852, intron 2 of 3)	15	78926726	78930191	3466	1	16852	ENSMUST00000229159.1	1437	ENSMUSG00000068220	Lgals1	lectin, galactose binding, soluble 1	NCoR1 Uns
chr16	33621389	33621556	168	*	Intron (ENSMUST00000121925.7/171286, intron 9 of 13)	16	33616390	33624602	8213	1	171286	ENSMUST00000149291.1	4999	ENSMUSG00000035506	Slc12a8	solute carrier family 12 (potassium/chloride transporters), member 8	NCoR1 Uns
chr16	33691463	33691630	168	*	Intron (ENSMUST00000232568.1/77446, intron 1 of 16)	16	33684545	33769443	84899	1	77446	ENSMUST00000126532.1	6918	ENSMUSG00000075254	Heg1	heart development protein with EGF-like domains 1	NCoR1 Uns
chr16	33693625	33693792	168	*	Intron (ENSMUST00000232568.1/77446, intron 1 of 16)	16	33684545	33769443	84899	1	77446	ENSMUST00000126532.1	9080	ENSMUSG00000075254	Heg1	heart development protein with EGF-like domains 1	NCoR1 Uns
chr16	33742879	33743046	168	*	Intron (ENSMUST00000232568.1/77446, intron 12 of 16)	16	33753156	33761012	7857	1	77446	ENSMUST00000152832.1	-10110	ENSMUSG00000075254	Heg1	heart development protein with EGF-like domains 1	NCoR1 Uns
chr16	33769919	33770086	168	*	Exon (ENSMUST00000152782.7/77446, exon 15 of 15)	16	33756523	33760858	4336	1	77446	ENSMUST00000146518.1	13396	ENSMUSG00000075254	Heg1	heart development protein with EGF-like domains 1	NCoR1 Uns
chr16	34147555	34147722	168	*	Intron (ENSMUST00000076810.11/545156, intron 33 of 59)	16	34013132	34163279	150148	2	545156	ENSMUST00000114963.7	15557	ENSMUSG00000061751	Kalrn	kalirin, RhoGEF kinase	NCoR1 Uns
chr16	36717365	36717532	168	*	Exon (ENSMUST00000153802.1/106347, exon 5 of 5)	16	36715538	36722260	6723	1	106347	ENSMUST00000128084.1	1827	ENSMUSG00000022900	Ildr1	immunoglobulin-like domain containing receptor 1	NCoR1 Uns
chr16	36725154	36725321	168	*	Intron (ENSMUST00000023617.12/106347, intron 7 of 7)	16	36715538	36722260	6723	1	106347	ENSMUST00000128084.1	9616	ENSMUSG00000022900	Ildr1	immunoglobulin-like domain containing receptor 1	NCoR1 Uns
chr16	38467531	38467698	168	*	Intron (ENSMUST00000231716.1/12519, intron 2 of 6)	16	38459118	38486447	27330	1	12519	ENSMUST00000232409.1	8413	ENSMUSG00000075122	Cd80	CD80 antigen	NCoR1 Uns
chr16	55907215	55907382	168	*	Intron (ENSMUST00000023270.13/74201, intron 10 of 10)	16	55839953	55895285	55333	2	385658	ENSMUST00000099705.4	-11930	ENSMUSG00000075033	Nxpe3	neurexophilin and PC-esterase domain family, member 3	NCoR1 Uns
chr17	24354718	24354885	168	*	Intron (ENSMUST00000133816.7/27410, intron 1 of 19)	17	24352102	24383344	31243	1	27410	ENSMUST00000136295.1	2616	ENSMUSG00000024130	Abca3	ATP-binding cassette, sub-family A (ABC1), member 3	NCoR1 Uns
chr17	24654018	24654185	168	*	Distal Intergenic	17	24639286	24650327	11042	2	65962	ENSMUST00000002572.5	-3691	ENSMUSG00000002504	Slc9a3r2	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2	NCoR1 Uns
chr17	26508549	26508716	168	*	Promoter	17	26505590	26508519	2930	2	19252	ENSMUST00000025025.6	-30	ENSMUSG00000024190	Dusp1	dual specificity phosphatase 1	NCoR1 Uns
chr17	26518486	26518653	168	*	Intron (ENSMUST00000235532.1/19252, intron 3 of 5)	17	26505590	26508519	2930	2	19252	ENSMUST00000025025.6	-9967	ENSMUSG00000024190	Dusp1	dual specificity phosphatase 1	NCoR1 Uns
chr17	26519047	26519214	168	*	Intron (ENSMUST00000235532.1/19252, intron 3 of 5)	17	26505590	26508519	2930	2	19252	ENSMUST00000025025.6	-10528	ENSMUSG00000024190	Dusp1	dual specificity phosphatase 1	NCoR1 Uns
chr17	26532776	26532943	168	*	Intron (ENSMUST00000235532.1/19252, intron 3 of 5)	17	26505590	26508519	2930	2	19252	ENSMUST00000025025.6	-24257	ENSMUSG00000024190	Dusp1	dual specificity phosphatase 1	NCoR1 Uns
chr17	26533868	26534035	168	*	Intron (ENSMUST00000235532.1/19252, intron 3 of 5)	17	26505590	26508519	2930	2	19252	ENSMUST00000025025.6	-25349	ENSMUSG00000024190	Dusp1	dual specificity phosphatase 1	NCoR1 Uns
chr17	30391354	30391521	168	*	Intron (ENSMUST00000168787.7/224671, intron 6 of 10)	17	30395620	30396033	414	2	623169	ENSMUST00000235315.1	4512	NA	Gm6402	ribosomal protein S17 pseudogene	NCoR1 Uns
chr17	44053564	44053731	168	*	Distal Intergenic	17	44078813	44086567	7755	1	83965	ENSMUST00000154166.7	-25082	ENSMUSG00000023960	Enpp5	ectonucleotide pyrophosphatase/phosphodiesterase 5	NCoR1 Uns
chr17	44060968	44061135	168	*	Distal Intergenic	17	44078813	44086567	7755	1	83965	ENSMUST00000154166.7	-17678	ENSMUSG00000023960	Enpp5	ectonucleotide pyrophosphatase/phosphodiesterase 5	NCoR1 Uns
chr17	48270821	48270988	168	*	Intron (ENSMUST00000059873.13/224840, intron 4 of 5)	17	48272439	48274512	2074	1	224840	ENSMUST00000153131.1	-1451	ENSMUSG00000051682	Treml4	triggering receptor expressed on myeloid cells-like 4	NCoR1 Uns
chr17	48324376	48324543	168	*	Exon (ENSMUST00000049614.12/320148, exon 6 of 6)	17	48316424	48318211	1788	1	320148	ENSMUST00000124205.1	7952	ENSMUSG00000043740	B430306N03Rik	RIKEN cDNA B430306N03 gene	NCoR1 Uns
chr17	50025174	50025341	168	*	Intron (ENSMUST00000044503.13/76438, intron 7 of 9)	17	49993260	50094332	101073	2	76438	ENSMUST00000113195.7	68991	ENSMUSG00000039316	Rftn1	raftlin lipid raft linker 1	NCoR1 Uns
chr17	50048010	50048177	168	*	Intron (ENSMUST00000044503.13/76438, intron 5 of 9)	17	49993260	50094332	101073	2	76438	ENSMUST00000113195.7	46155	ENSMUSG00000039316	Rftn1	raftlin lipid raft linker 1	NCoR1 Uns
chr17	50050589	50050756	168	*	Intron (ENSMUST00000044503.13/76438, intron 5 of 9)	17	49993260	50094332	101073	2	76438	ENSMUST00000113195.7	43576	ENSMUSG00000039316	Rftn1	raftlin lipid raft linker 1	NCoR1 Uns
chr17	50071313	50071480	168	*	Intron (ENSMUST00000044503.13/76438, intron 4 of 9)	17	49993260	50094332	101073	2	76438	ENSMUST00000113195.7	22852	ENSMUSG00000039316	Rftn1	raftlin lipid raft linker 1	NCoR1 Uns
chr17	50078895	50079062	168	*	Intron (ENSMUST00000044503.13/76438, intron 4 of 9)	17	49993260	50094332	101073	2	76438	ENSMUST00000113195.7	15270	ENSMUSG00000039316	Rftn1	raftlin lipid raft linker 1	NCoR1 Uns
chr17	50123933	50124100	168	*	Intron (ENSMUST00000044503.13/76438, intron 2 of 9)	17	49993260	50094332	101073	2	76438	ENSMUST00000113195.7	-29601	ENSMUSG00000039316	Rftn1	raftlin lipid raft linker 1	NCoR1 Uns
chr17	50125869	50126036	168	*	Intron (ENSMUST00000044503.13/76438, intron 2 of 9)	17	49993260	50094332	101073	2	76438	ENSMUST00000113195.7	-31537	ENSMUSG00000039316	Rftn1	raftlin lipid raft linker 1	NCoR1 Uns
