Gene	SMRT_0hr	NCoR1_0hr	SMRT_6hr_CpG	NCoR1_6hr_CpG	Clus
Cep19	-0.0452393999360257	-0.112238002847094	-0.655357181720089	-0.798790811185653	Cluster6
Cerk	-1.79553892675002	-1.56441177977471	-2.38027646642403	-1.23688986880645	Cluster6
Cers6	-1.02844522496711	-2.14202530739014	-0.98037736309697	-1.73729080228562	Cluster6
Chd3	-1.14248709001272	-0.895038968962948	-0.694580101289984	-1.44586799144942	Cluster6
Chrnb1	-1.50190897535187	-1.6859833678032	-1.21925884269154	-0.718525041288552	Cluster6
Cisd3	-0.812001251634063	-1.0857998205735	-0.740899066795183	-0.857980091777161	Cluster6
Clcn2	-1.40322762331717	-0.883773256484026	-1.35858572973737	-1.12014808796978	Cluster6
Clec4a4	-3.61074305471731	2.28419376621211	-2.07631892690305	-2.24394348639527	Cluster6
Cln8	-0.328466743483407	-0.890876405433798	0.619068830486971	-2.50221913880472	Cluster6
Clstn1	-2.46022425962326	-1.4971227191372	-2.42514188120352	-1.14405162998597	Cluster6
Cnp	-0.776772207259419	-1.26673272909132	0.457468231193293	-0.378458510187196	Cluster6
Cntnap1	-0.862613819917308	-1.53669138565109	-1.57137674807379	-1.88323205046422	Cluster6
Cog6	-0.466744415881297	-0.735240190981834	-0.797467062429721	-1.21608004414327	Cluster6
Col11a2	-0.815334974654292	-2.04487487463476	-1.64175079870697	-1.00691616071118	Cluster6
Copz2	-1.29629260242649	-1.66097552823019	-0.968450855750069	-1.20587133275667	Cluster6
Cpd	-0.325900605460625	-0.280533236073304	-1.58783926276924	-0.697357161856099	Cluster6
Cpm	-2.20436128490471	-1.34549133183455	-0.352524794765511	-0.591707639877528	Cluster6
Cyp27b1	-0.88064690003395	-1.71399367018138	-2.21099024324685	-0.82170889260792	Cluster6
Cytip	-1.52937442595099	0.847383034909666	0.454612658201937	-0.126678559537115	Cluster6
D130040H23Rik	0.314696364362475	-3.49094068200526	-3.3573447195104	-2.61650801654657	Cluster6
D3Ertd751e	-0.970550203410276	-0.311571301727064	-1.46378604923861	-1.0753103131141	Cluster6
Dbndd2	-0.600064852515532	-1.41551677568657	-0.93902863163438	-0.719391123856181	Cluster6
Dchs1	-0.813049152789162	-2.72636897769632	-2.33813459935267	-2.71524738551455	Cluster6
Ddx1	-2.50982645801383	-0.479367686740318	-2.01289218971559	-1.2628889905845	Cluster6
Dhdh	-1.75574343352873	-1.32229877230293	-1.83874300574649	-1.99684685705091	Cluster6
Dhrs1	-0.00504573460381793	-0.375646784697365	-1.16923770958949	-0.956174438051298	Cluster6
Dhrs3	-1.16012033795457	-1.79769294233091	-2.60957857767434	-2.18720617406902	Cluster6
Dnajc22	-3.44437630603723	-2.35646260620398	-1.5704937350584	-0.866447678126677	Cluster6
Dnd1	-1.78032487028226	-2.24643545076186	-1.00003973630335	-1.32025919793488	Cluster6
Dnmt3b	-2.43570708999996	-0.482249649329419	-2.58165736667512	-0.7279542961025	Cluster6
Dok3	-2.02004123145632	-0.755164678280117	-3.04466471365583	-1.69222099878725	Cluster6
Dtx3	0.462721406337892	-0.680208924592982	-1.10172257974818	-0.605159586776879	Cluster6
E130311K13Rik	-1.60059622737195	-1.15295875708247	-1.83357876047331	-0.741662653203417	Cluster6
Efna2	-2.41541904543145	-1.54978657353618	-3.10787719857486	-0.365523566697811	Cluster6
Egfl7	-1.32778536722902	-2.24517464401309	-2.12182495071557	-1.11557099968766	Cluster6
Ehhadh	-0.455953899139783	-1.74749214858682	-0.750425126422494	-1.74552505452249	Cluster6
Elp3	-0.883978574370836	-0.468790170894715	-0.592260801601801	-1.30219823462157	Cluster6
Emp3	-3.07495816568502	-1.48263651463894	-1.92679411814469	-0.941506187240973	Cluster6
Enho	-0.431853965212765	-1.67948110373996	-1.20297843530507	-0.734736795809285	Cluster6
Eno3	-0.851443498032074	-1.37715279060665	-1.00975904292656	-1.25255519374239	Cluster6
Ephx3	3.26585183531582	-5.03902486392343	-2.59722961954237	-4.60635921387865	Cluster6
Ermp1	-1.04463967023022	-0.440726013582618	-1.26697793700678	-1.34527329259273	Cluster6
Exoc3l4	-0.484927735588883	-1.99301904931018	-1.33229962873986	-1.07897404308119	Cluster6
Faap100	-0.310652317158603	-0.8391497206921	-0.69860494409579	-1.40328450128079	Cluster6
Fam131a	-0.773115640135213	-1.60201359644466	-4.51495196731464	-1.19067788116183	Cluster6
Fam171a2	-0.313346332773762	-2.81553162951214	-0.99369757607824	-4.97730888711275	Cluster6
Fam32a	-0.603273617943856	-1.27879846092565	-0.526941427012723	-1.35316844191814	Cluster6
Fam46b	-2.361415923365	-1.20366766884044	-2.15472410114801	-2.00354986115449	Cluster6
Fam73a	-2.34025346759382	-1.10472347768957	-2.31554471456679	-1.36319782629433	Cluster6
Farp1	-0.437159969758978	-2.40264439065503	-0.773974890704617	-2.67869242275036	Cluster6
Fastkd1	-1.53361337344002	-0.563882216782799	-1.56534897146961	-1.7498585817972	Cluster6
Fbf1	-1.0242607279345	-0.34422625341106	-0.945945698032583	-0.814411838755825	Cluster6
Fbxl19	-1.20234932661808	-0.727477685001366	-0.589651539608188	-1.37462911082519	Cluster6
Fcgr2b	-1.60370841442434	-0.513996552269897	-3.37890879204835	-2.94702925926905	Cluster6
Fgf11	-1.64889107971584	-3.99121876465942	-3.8995613433199	-3.56743412671425	Cluster6
Fhod1	0.0411881232451203	-0.423009146010075	-1.0744827256993	-1.23054775434851	Cluster6
Fitm2	-0.87239788791697	-0.342366151099246	-0.630351530368698	-0.592754569086351	Cluster6
Fkbp14	-3.49970246484089	-3.03229770442473	-0.971970805285954	-1.98522327834055	Cluster6
Fkbp1b	-1.8895376852439	-1.33523828983095	-2.3579912229824	-0.874135637474778	Cluster6
Ftsj3	-0.877186747616388	-0.540649488284854	-0.708917235105998	-1.22247506438992	Cluster6
Fundc2	-2.26982031397448	-5.17403039913011	-3.01821584748983	-6.98664601166913	Cluster6
Fxn	-1.40258373577241	-1.12217562920598	-1.01120962612545	-0.830003053230512	Cluster6
Galk1	-1.29155392989918	-0.562765063858065	-1.20239745779505	-0.727385955990722	Cluster6
Galns	-1.21503335628391	-0.80359704930921	-1.10427549419357	-0.255928299966737	Cluster6
Ggact	-1.76511618736557	-0.613912263083854	-1.76611810284749	-0.774438587566689	Cluster6
Gjc1	-0.686049768913358	-2.82524512238486	-0.608791353735355	-1.86993007600088	Cluster6
Glis2	-3.06823367884682	-1.09303159170975	-1.56088559755389	-1.02752445958528	Cluster6
Gls2	-1.46538536294181	-0.947223295535955	-0.611808002990616	-0.848776450394414	Cluster6
Gm14325	-2.82609591613781	0.1025515678754	-2.88500325991158	-0.759763833993696	Cluster6
Gm2848	-1.38274095542024	-1.14829210106553	-1.0196435200964	-1.43479792612336	Cluster6
Gm8221	-3.7985420878337	0.744537306769917	-0.761082613456973	-0.635788753553024	Cluster6
Golim4	-0.425776339991731	-0.601018138216239	-0.594733592554529	-1.34515534330044	Cluster6
Gpr171	-0.82710096605042	-0.869239880230216	-2.10243153161926	-0.227822285944744	Cluster6
Gprc5a	-2.71690758312225	-1.93841449370751	-2.57377492628638	-2.01077658722294	Cluster6
Gramd4	-2.57548051727218	-0.865218088241877	-2.62814176374713	-0.706603448949989	Cluster6
Grb7	-1.63986490692973	-0.557160002629595	-1.42351122025638	-0.893266598770197	Cluster6
Grk5	-0.847398307774002	-0.143690194592905	-1.80004145187435	-1.36231351682175	Cluster6
Gsdmd	-1.08105436181672	-2.51875016754892	-0.0596012457229375	-0.962994368180647	Cluster6
Gstp1	-2.71779777349443	-2.25461672902713	-1.89858674467032	-2.46177545763763	Cluster6
H2-Oa	-1.41862828702117	-2.79530419033047	-3.15134401451702	-2.27103508335662	Cluster6
H3f3b	-1.05442540491103	-0.6329747150534	-0.298968137035693	-0.242061802799838	Cluster6
Hap1	-1.77752206311176	-1.91283199564808	0.552051779395174	-0.0900078903094639	Cluster6
Hapln4	-2.00113320775349	-1.75776792913653	-2.63801994916983	-2.07647572156685	Cluster6
Hdgf	-1.08419093061951	-0.530331118005812	-0.872716174949618	-1.02375774472239	Cluster6
Heg1	-1.7510835328275	-2.02326513823105	-1.38311158363352	-1.41330148204017	Cluster6
Hexdc	-0.412127926989748	-0.580279381151806	-1.27842244738871	-1.11693295979	Cluster6
Hexim1	-1.0994831613648	-0.446824607924815	-0.818305920976289	-0.74602326009399	Cluster6
Hexim2	-1.64426450725075	-0.698792341397814	-1.34001554652529	-0.854738622809452	Cluster6
Hgh1	-0.297934248870528	0.13048861946936	0.689199457600148	-1.1251979656779	Cluster6
Hist1h2ae	-0.824101678846692	-2.0607341393503	-0.913315528447135	-1.22360077384582	Cluster6
Hmx2	-2.43354097468662	-1.69033626472228	-2.77327927954662	-1.05573466512889	Cluster6
Hoga1	-0.640745733573894	-1.07553914588193	-1.43283318021814	-1.53757237728157	Cluster6
Hook1	-1.1748086098521	-2.74026524697957	-1.0941375957696	-3.0470050819565	Cluster6
Hspg2	-1.64602815241009	-1.78194204625802	-1.97966579541981	-0.972349444186836	Cluster6
Hvcn1	-2.34182611941301	-2.00564187500729	-1.78643952973219	-0.896250628526794	Cluster6
Ift80	0.363664353034325	-0.705771033982251	-1.26111948441185	-1.22362362070407	Cluster6
Il18	-1.70166887778768	-1.9761477499949	-0.655236857597246	-2.23594223045142	Cluster6
Il1bos	0.48908692615624	-0.341174257153857	-1.30221535549736	-0.726557373644303	Cluster6
Inf2	-0.731172796516177	-1.10687427461154	-0.760846258523189	0.00578741453651805	Cluster6
Inpp5j	-0.948370285488595	-5.23914741182132	-1.00462762355028	-3.44181325594884	Cluster6
Insl6	-0.638755988001056	-0.0223006973433655	-2.61752491695089	-0.890644141106593	Cluster6
Ints2	-1.06124128024797	-0.179810127086498	-0.876616853880861	-0.747425097671338	Cluster6
Iqgap3	-0.294676230333593	-0.500352376379491	-1.61445825037479	-0.86834260350667	Cluster6
Iqsec2	0.620928837014488	-1.14845281055142	-1.4118540762174	-1.91119417368031	Cluster6
Itprip	-0.45775789054336	0.112757441472425	-1.12688535949922	-0.757673809952641	Cluster6
Itsn1	-1.89458880484137	-0.532328660227644	-1.65288075439809	-0.76423468180961	Cluster6
Ivd	-1.2013464491372	-0.403165784803619	-1.27116276343264	-0.586466829438832	Cluster6
Kcnj2	1.57597265256292	1.57438842032392	-1.78459633984863	-2.40680594328186	Cluster6
Kctd1	-0.667891780155493	-1.77827726586792	-1.25357599202633	-0.984792261163563	Cluster6
Kdelr3	-2.48859657183237	-0.845222524543558	-2.52189218465786	-1.10297617339472	Cluster6
Khdrbs3	-0.785244007107623	-1.23342476608173	-2.30056272236156	-1.71928126094253	Cluster6
Kif5a	0.835509981712515	-1.15323180046377	-0.644875613795891	-1.5933830076537	Cluster6
Klf2	-1.0380305679134	-0.82411540940851	-1.08529651537917	-0.951383955229446	Cluster6
Klf5	-0.436885870936732	-2.23980496516624	-1.8597127857891	-1.84444152706706	Cluster6
Klk15	-1.37592266451651	0	-3.1735813036536	-1.84043943808553	Cluster6
Klk1b1	0	0	-5.75431956991507	-2.69323590788262	Cluster6
Klk1b22	0	0	-3.38372335966833	-3.62788951160584	Cluster6
Klk1b8	0	0	-3.34606401202893	-3.72413252333875	Cluster6
Klk1b9	-0.2508584684814	-1.74233729526287	-4.15951223296155	-3.36208488152518	Cluster6
Ldb1	-1.22713517554977	-0.506090300518476	-1.38411843115727	-0.587142381873032	Cluster6
Ldlrap1	-1.19458071731894	-0.757815415348793	-0.570971800406718	-0.0669684527232558	Cluster6
Lgals1	-3.39784317827073	-4.05051838072836	-2.77845699531232	-3.66388550114344	Cluster6
Lhfpl4	-1.45327749379353	-2.6280475476077	-1.47624165121672	-3.73782972944773	Cluster6
Limk1	-1.21230663886641	-0.807109899526677	-0.968164702568208	-0.219870731678037	Cluster6
Lmna	-2.65442314442064	-0.971798322474422	-2.22949001491841	-0.720194052955645	Cluster6
Lpar5	-2.18780213582723	-0.659327671624082	-3.13732905936424	-2.51284255352892	Cluster6
Lppr2	-1.72294829011616	-1.03023941634185	-1.51696875179721	-1.8118195351609	Cluster6
Lrmp	-0.494602486737242	-0.669411255857764	-2.48308770457541	-1.25297657908035	Cluster6
Lsr	0.240353036616771	-2.25958758355423	-1.23803061741071	-1.38560177699746	Cluster6
Lurap1	-1.36627094024054	-3.35477875917084	-1.72003814843918	-2.18745984660515	Cluster6
Lxn	-2.02017002449669	-0.956284693063126	-1.89718597877991	-0.690636794097061	Cluster6
Lyl1	-2.14021907167049	-1.99932635071435	-1.47835001551236	-3.54649656150649	Cluster6
Lzts3	-1.04717984218823	-0.645629356203931	-1.1570587499329	-0.949266979887755	Cluster6
Maf	-3.03081507511621	0.838284661457087	-0.0195596314936805	-1.1065636321818	Cluster6
Man1c1	-0.909507261571487	-0.723004053892752	-0.902698423283464	0.410768460296601	Cluster6
Map10	1.06280583348299	-5.15387073105033	-1.73285311736259	-5.21851369113067	Cluster6
Map1a	1.33139022666212	-0.746941511657768	-0.629238210829712	-1.2791827202196	Cluster6
Map2k6	-0.897888217169135	0.130764456231846	-3.1942812476169	-1.27929867907297	Cluster6
March9	-2.45751706804336	-1.62518772141373	-2.86391543832138	-0.890171441068666	Cluster6
Marcksl1	-1.38691827470516	-0.728005983503092	-0.634390095091394	0.6077674267143	Cluster6
Mef2d	-1.27570680846496	-0.568298721180973	-0.883045474455812	-0.719303537691452	Cluster6
Mex3a	-3.02685968106046	-1.11863039459172	-1.16688676577291	-2.30236962481821	Cluster6
Mmp19	-1.55660049375306	-0.98281739359161	-0.647870406558655	0.553502700438081	Cluster6
Mmp25	-2.41689402583474	-2.50989018198165	-2.4983950785298	-0.519181071467831	Cluster6
Morn1	0.0118121969442571	-0.946229848977555	-1.32719878349625	-0.924971822293171	Cluster6
Mreg	-1.80321544680546	-0.32620123062617	-2.61656761514153	-0.676054564148425	Cluster6
Mrpl24	-0.946095915027082	-0.695650498568217	-0.597480194091068	-0.854371009637616	Cluster6
Mrpl38	-0.999477987201303	-0.762539258372647	-0.668845753086896	-0.946481347087024	Cluster6
Mrpl45	-0.746419868368968	-0.795339055845251	-0.604639197067003	-1.2554241178867	Cluster6
Msrb3	-2.1525732538675	-2.16351355153922	-1.95255015699372	-2.33243294040408	Cluster6
Mta2	-0.703225875538047	-0.503335920327165	-0.598853460477809	-1.13221315020816	Cluster6
Mterf2	-0.443875098806756	-1.97300543042783	-0.888790166031	-1.41969361465002	Cluster6
Mus81	-0.451903670311537	-0.504729386745595	-1.11078877931946	-0.608258195102914	Cluster6
Myh11	-1.59583240451724	-3.31929364792121	-3.70115077520956	1.37705276604403	Cluster6
Myh7b	-1.5620392077812	-1.69852738376678	-0.478549161806826	-0.394414270333374	Cluster6
Mypop	-1.41235528828088	-0.662222926506472	-0.971175870723127	-0.706648767251313	Cluster6
Naglu	-0.505092577319548	-1.11719415931489	-0.896428937184181	-0.837237230243916	Cluster6
Nav1	-0.814316476820532	-0.664157217019476	-0.00633023701996651	-0.111404437487696	Cluster6
Ncf2	-0.673320138657632	0.018295221459673	-2.18295908940917	-1.02255338296124	Cluster6
Ndrg4	-1.28143080857502	-3.08481280183935	-2.44790622577598	-0.52984372601586	Cluster6
Necab3	-1.01363211786101	-0.537425630599188	-1.66496175939773	-0.822302294748546	Cluster6
Nefh	-2.17941825385663	-1.48468561632111	-1.17920800347607	-1.98772632581049	Cluster6
Nicn1	-0.37720760150407	-1.43391595508726	-0.767745307495615	-2.79866909156509	Cluster6
Nipsnap1	-0.977243082515054	-1.37793030018723	-1.14508526748644	-1.75103383546075	Cluster6
Nlk	-0.68819783627415	-0.894010545842054	-0.510572395506967	-1.0733881411581	Cluster6
Nlrp1c-ps	-0.69225864092758	-0.0729920363675267	-0.870010297743131	-1.48586858533823	Cluster6
Nme2	-1.0191092901982	-0.508236773352885	-0.803571824161249	-0.662548240991611	Cluster6
Nmrk1	-1.82233848789773	-1.63604710410606	-1.29990126859876	-0.226353511888294	Cluster6
Npm3	-1.50265240290865	-0.117221010609599	-0.757255796481531	-0.81224598141326	Cluster6
Nr1d1	-1.11614186589759	-0.722425669887302	-2.242378125502	-2.21050293210181	Cluster6
Nt5c	-1.19294928776129	-0.666335725709818	-0.814271206879295	-0.267469994325564	Cluster6
Nt5c3b	-1.14740763980664	-1.4376042658874	-0.813885289604429	-1.8635910565556	Cluster6
Nt5dc2	-0.80279956491775	-1.83106293623565	-0.790442680246572	-1.18538852650156	Cluster6
Nthl1	-1.55668083226856	-0.678244146081294	-1.84348316537621	-1.67276238494856	Cluster6
Nxn	-1.64354143220379	-1.8206992561864	-1.84007706438364	-1.14472237775449	Cluster6
Nxpe3	-1.03296373895559	-1.41664157060167	-0.524210101759794	-1.17839301829695	Cluster6
Olfm1	-1.31442328222653	-1.64558468683083	-1.78128741848959	-0.0805062098982743	Cluster6
Osbpl7	-1.02542942805211	-2.02246564391481	-1.43403888672359	-3.0682650487006	Cluster6
P2rx2	-0.943713649356459	-0.961065884372296	-0.753090148982187	-0.645292967511474	Cluster6
P3h4	-1.19007685355469	-2.08084665715466	-3.44480518967359	-4.27356711048512	Cluster6
P4htm	-1.77731698079474	-2.40061521669606	-0.766613347944259	-2.56043653329866	Cluster6
Pcbp4	-0.584826909291129	-1.56066533432548	-0.632682529917774	-0.905871995961591	Cluster6
Pcgf2	-1.92425909576135	-1.08601397441327	-1.72594067127347	-1.21012505367694	Cluster6
Pdcd4	0.000202372244428384	-1.52111533630447	-2.6183831220138	-1.48563593501808	Cluster6
Pde2a	-1.31472859978357	0.890804854340681	0.992426753762345	-1.10747513102835	Cluster6
Pdia4	-0.870154822740209	-0.582733731575349	-1.02432686152117	-0.887642392405447	Cluster6
Pdlim2	-1.17138362080153	-0.13629433573919	-0.743026270427019	-1.71948311810163	Cluster6
Pdxk	-0.865685783470241	0.0491185904789431	-0.944174648629921	-1.10151381790793	Cluster6
Pgap3	-0.58899365634922	-1.27184567981932	-0.705394519858767	-1.27959093736726	Cluster6
Phf11a	-1.13109208322522	-1.46052960838993	0.345236625969278	0.821580673851515	Cluster6
Phpt1	-1.70680317915853	-1.01832651541719	-1.13918033670513	-0.977482247130985	Cluster6
Pik3r2	-0.130593428133205	-0.512714278743807	-1.08750171451278	-0.651082499912684	Cluster6
Pim2	-0.807981421870278	-0.786234509272774	-2.24412460754456	-1.49926129879482	Cluster6
Plcd3	-1.49500557671771	-1.74616078281249	-1.13006059967031	-1.19263767526261	Cluster6
Plekha7	-1.29249341981794	-2.05402835740267	-0.921019150076017	-0.678473072631434	Cluster6
Plgrkt	-0.0785075082200965	-0.378740717674323	-2.34880894115547	-1.04062066311652	Cluster6
Plvap	-3.01903488246476	-2.64234844514386	-2.66193225403937	-2.42125801921957	Cluster6
Ppfia3	-2.01201474412865	-1.74710840591129	0.896715700522887	-0.065649410284362	Cluster6
Ppm1l	-1.57862763532555	-0.58124642117764	-1.45673575264606	-0.640831528524172	Cluster6
Prkacb	-2.279471107662	-0.694841814155512	-2.19171970139228	-0.800492251870601	Cluster6
Prkcg	-0.618814642527761	-0.411058395217891	-1.27770988826605	-0.811482449866504	Cluster6
Pstpip2	-0.588280227841261	-0.616952758693489	-1.0015953558672	0.194901738000344	Cluster6
Ptges3l	-0.557162365860348	-0.721268157995897	-1.05501387130098	-1.74061324528114	Cluster6
Ptpn21	-1.04922817630316	-0.447908413948021	-0.700644726054468	-0.621832077759314	Cluster6
Ptprcap	-0.67146409391092	-2.4987460664668	-1.39038859507018	-2.00248491625553	Cluster6
Ptprj	-1.17083999408983	-0.723148825330466	-0.95990971971785	-0.489607265865013	Cluster6
Pvrl2	-2.5402392799509	-1.26159711337818	-1.2258643987283	0.611424729436459	Cluster6
Pxylp1	-1.64928828489674	-0.419645426757684	-2.93439256096881	-1.23273112846929	Cluster6
Rab27a	-1.91418067345175	-1.65392868728752	-3.1848329952357	-1.53667465389926	Cluster6
Rab4a	-2.77810976110085	-2.79175062001775	-2.55928237961166	-2.20200303958666	Cluster6
Rac3	-1.17136193420056	-1.88050435734986	-1.04279508135474	-0.635021712839493	Cluster6
Rad51b	-0.220795539421728	-1.46137889723416	-0.940901768650101	-1.50910162972945	Cluster6
Ranbp6	-1.25401366714511	-0.209277531414247	-1.58409713287424	-1.02337262468645	Cluster6
Rasip1	-1.11940957375444	-2.25798012747674	-0.566917974182545	-2.05311800023359	Cluster6
Rbms2	-0.606209449605282	-0.807119385072245	0.0820813278436532	-1.00741696182117	Cluster6
Rcor2	-1.77346605391951	-1.73669831652189	-1.20498566108386	-1.09519402015678	Cluster6
